full_sample,sel_index,typen,repay_year,fy,year,borrowers,mn_earnings,md_earnings,p25_earnings,p75_earnings,mn_tot_inc,md_tot_inc,unemployed,in_pov,near_pov,mn_debt_service,mn_grad2_earnings,mn_grad4_earnings,mn_grad0_earnings,md_debt_service,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad,mn_grad_l,md_grad_l
,3,,2011,2011,0,406,27500,22000,12000,37000,35000,25000,0.131,0.275,0.425,3725,22250,28500,17250,2400,27425,17615,19945,15315,49620,36360
,3,,2011,2012,1,406,31500,26500,15000,41750,39000,28750,0.126,0.236,0.367,3725,26000,32750,20000,2400,27825,17255,20190,15090,50495,36375
,3,,2011,2013,2,406,34000,29000,16250,45000,42000,31250,0.124,0.219,0.336,3725,27750,35250,21750,2400,28165,16950,20385,14805,51295,35810
,3,,2011,2014,3,406,36500,31250,18250,48250,44250,33750,0.135,0.216,0.319,3725,28750,37000,23500,2400,28755,16520,20755,14585,52180,35820
,3,,2012,2012,0,479,27750,22250,12250,37250,35250,24500,0.123,0.281,0.431,3910,23250,28000,18000,2535,28780,18865,21115,16095,51225,36935
,3,,2012,2013,1,479,31500,26500,14750,42250,39250,29000,0.118,0.239,0.369,3910,26500,32250,20750,2535,29280,18615,21475,16140,52085,36925
,3,,2012,2014,2,479,34250,29000,16750,45750,41500,31500,0.122,0.224,0.341,3910,28250,34750,22750,2535,29870,18270,21930,16020,52810,36905
,3,,2013,2013,0,526,27500,22000,12250,37000,35250,24500,0.117,0.28,0.434,4110,22750,29000,18000,2675,30405,20160,22270,17310,54840,39430
,3,,2013,2014,1,526,31500,26500,15000,42500,38750,28500,0.119,0.243,0.374,4110,25750,33000,20750,2675,31205,20035,22865,17245,56055,39015
,3,,2014,2014,0,581,28000,22750,12750,37750,34750,24750,0.116,0.275,0.425,4300,25000,30500,17750,2800,31930,21240,23450,18630,57300,40870
,4,,1999,1999,0,295,32000,29500,18000,41750,41250,33500,0.057,0.146,0.248,3190,26000,32750,27000,2515,21375,16770,16765,14615,35175,24910
,4,,1999,2000,1,295,38500,35750,22750,48500,50750,42000,0.058,0.106,0.178,3190,31000,39000,32750,2515,21030,16040,16415,13890,34955,23670
,4,,1999,2001,2,295,43250,39500,25250,54000,57750,48250,0.063,0.093,0.147,3190,33000,43750,36500,2515,21040,15380,16395,13445,34735,22880
,4,,1999,2002,3,295,44750,40750,26000,56750,61500,51750,0.079,0.093,0.147,3190,34500,44250,37500,2515,20865,14290,16145,12610,34515,21670
,4,,1999,2003,4,295,47500,42750,27250,60000,66000,56000,0.094,0.099,0.149,3190,35250,46500,39000,2515,20710,13205,15860,11680,34350,20870
,4,,1999,2004,5,295,49750,44250,28500,63000,70250,59750,0.1,0.097,0.144,3190,37000,48000,40500,2515,20465,12300,15545,10790,33980,19830
,4,,1999,2005,6,295,52250,45750,29000,65250,74000,62750,0.107,0.098,0.143,3190,37000,49750,42500,2515,20370,11770,15305,10040,33985,20055
,4,,1999,2006,7,295,55750,47750,30500,69500,79250,67250,0.113,0.097,0.138,3190,39000,53000,45000,2515,20800,11795,15475,10020,34250,20260
,4,,1999,2007,8,295,57250,49500,31000,71500,82500,69750,0.12,0.097,0.141,3190,40250,54000,45500,2515,21270,12090,15720,10310,34470,19850
,4,,1999,2008,9,295,60500,51750,32250,76250,85000,72750,0.126,0.101,0.139,3190,41750,56750,47500,2515,22900,13055,16790,11040,36075,21120
,4,,1999,2009,10,295,59750,51250,31250,76750,84250,72000,0.144,0.106,0.149,3190,41000,55500,45500,2515,24845,14515,18065,11795,38115,22600
,4,,1999,2010,11,295,61250,51750,31250,78000,87000,74250,0.148,0.109,0.151,3190,41000,56500,47000,2515,25850,15175,18715,11925,38795,23040
,4,,1999,2011,12,295,62500,51750,31500,79000,89000,75000,0.148,0.111,0.154,3190,41500,57750,48000,2515,26585,15225,19115,11920,39285,22225
,4,,1999,2012,13,295,64500,53000,31500,81250,92750,77000,0.153,0.113,0.153,3190,43750,59000,49000,2515,27115,15130,19480,11780,39280,21780
,4,,1999,2013,14,295,66000,54000,31750,83750,94500,78750,0.156,0.115,0.154,3190,45250,60250,49750,2515,27850,15115,19910,11680,40295,22355
,4,,1999,2014,15,295,68250,55750,33250,86250,91250,76500,0.169,0.138,0.175,3190,46250,61250,51000,2515,28960,15225,20640,11770,41590,22460
,4,,2000,2000,0,305,33500,31000,18500,43750,43500,35750,0.051,0.137,0.23,3185,26500,34750,28000,2450,21975,16950,17060,14740,34850,23195
,4,,2000,2001,1,305,40000,37250,23000,51000,52000,43250,0.059,0.1,0.169,3185,32250,41000,33250,2450,21825,16180,16875,14225,34735,22290
,4,,2000,2002,2,305,42000,39000,24250,54000,56250,47500,0.069,0.099,0.16,3185,33750,42500,34500,2450,21460,15160,16500,13450,34010,21275
,4,,2000,2003,3,305,44250,40750,25250,57250,60750,51500,0.082,0.098,0.154,3185,36500,44250,36250,2450,21265,14125,16265,12560,33765,20680
,4,,2000,2004,4,305,46750,42250,26500,60750,65250,56250,0.087,0.096,0.147,3185,36250,46250,38250,2450,20890,13145,15850,11675,33185,19925
,4,,2000,2005,5,305,49500,44250,28000,63750,70250,60500,0.095,0.093,0.142,3185,38750,48500,40500,2450,20800,12445,15635,10880,32930,19300
,4,,2000,2006,6,305,53000,46750,29500,67750,75500,65250,0.099,0.094,0.14,3185,41000,51750,43000,2450,20845,12075,15550,10425,32795,18290
,4,,2000,2007,7,305,55000,48000,30000,70000,78500,67750,0.108,0.094,0.139,3185,41750,53000,44000,2450,20830,11715,15475,10225,32315,18195
,4,,2000,2008,8,305,58250,50750,31500,74500,82500,71000,0.119,0.098,0.14,3185,44500,55500,45750,2450,21765,12140,16020,10455,33430,18855
,4,,2000,2009,9,305,57500,50250,30750,74250,81250,69750,0.131,0.107,0.15,3185,43000,54500,44250,2450,22570,12825,16515,10695,33815,19230
,4,,2000,2010,10,305,59250,50750,31000,76250,84000,72000,0.141,0.105,0.149,3185,43750,55750,45000,2450,24230,14025,17570,11510,35265,19830
,4,,2000,2011,11,305,60500,51750,31250,78250,85750,72750,0.149,0.112,0.155,3185,43000,56500,45500,2450,25080,14400,18120,11590,35590,20080
,4,,2000,2012,12,305,62750,52750,32000,80000,88500,75000,0.154,0.116,0.156,3185,45250,58500,46500,2450,25650,14535,18490,11500,35985,19695
,4,,2000,2013,13,305,64000,53250,32250,81500,90250,76000,0.154,0.117,0.155,3185,46750,59250,47750,2450,26125,14390,18765,11295,36505,19985
,4,,2000,2014,14,305,66000,54500,32750,84250,88750,74500,0.167,0.139,0.177,3185,47000,60000,49000,2450,26890,14675,19230,11400,37195,19675
,4,,2001,2001,0,294,35000,32250,19000,45750,45250,37250,0.057,0.127,0.221,3545,29500,36000,29500,2695,23760,18015,17930,15620,39600,25120
,4,,2001,2002,1,294,38750,36750,22750,50000,51250,42750,0.064,0.107,0.175,3545,30750,39750,32250,2695,23255,16825,17415,14765,38765,23850
,4,,2001,2003,2,294,42000,38750,24500,53500,56000,47000,0.074,0.106,0.165,3545,32750,42750,34500,2695,22825,15720,16980,13900,37780,22940
,4,,2001,2004,3,294,44750,40750,25750,56750,61250,51500,0.078,0.101,0.157,3545,33500,45000,36500,2695,22550,14810,16640,13125,37530,22350
,4,,2001,2005,4,294,47250,42500,27500,59500,66000,55250,0.084,0.094,0.149,3545,35500,47250,38500,2695,22225,13880,16210,12205,37105,21695
,4,,2001,2006,5,294,51000,45000,29250,63750,71250,60250,0.091,0.092,0.141,3545,37250,50750,41250,2695,22330,13450,16175,11820,36525,21215
,4,,2001,2007,6,294,53250,46750,30250,66750,75250,63750,0.101,0.093,0.139,3545,38500,52750,42250,2695,22145,12900,15940,11230,36015,20825
,4,,2001,2008,7,294,56500,49250,31500,71250,79500,68250,0.112,0.097,0.136,3545,40000,55250,44250,2695,22645,12730,16200,11100,36415,20495
,4,,2001,2009,8,294,56000,49000,30500,71500,79000,68000,0.125,0.1,0.148,3545,39500,54250,43250,2695,22825,12510,16160,10850,36380,20305
,4,,2001,2010,9,294,57750,49750,31000,73500,82250,70250,0.132,0.101,0.144,3545,40750,55500,44000,2695,23335,12795,16420,10760,36895,20845
,4,,2001,2011,10,294,59250,50500,31000,75500,84500,71500,0.139,0.107,0.153,3545,42250,56250,45250,2695,24920,14100,17400,11435,37830,21855
,4,,2001,2012,11,294,62000,51750,32250,78250,88250,73750,0.145,0.106,0.148,3545,43500,58250,47000,2695,25430,13985,17645,11395,38425,21895
,4,,2001,2013,12,294,63750,53000,32250,80250,91000,76000,0.144,0.108,0.147,3545,44500,59750,48750,2695,26085,13935,17950,11235,39120,21890
,4,,2001,2014,13,294,66000,54750,33750,83250,89750,75000,0.163,0.134,0.17,3545,46000,60750,49500,2695,26820,13925,18350,11210,39860,21745
,4,,2002,2002,0,291,33000,29500,17500,43750,43250,34500,0.064,0.146,0.246,3250,25500,34000,26750,2450,24040,18175,17990,15750,39030,25490
,4,,2002,2003,1,291,37750,34750,21500,48500,49500,40750,0.068,0.122,0.198,3250,28750,39000,30250,2450,23375,16960,17420,14870,37660,24120
,4,,2002,2004,2,291,40750,37250,24000,52250,54750,45250,0.074,0.106,0.169,3250,30250,41750,33000,2450,22960,15805,16940,14095,37465,24020
,4,,2002,2005,3,291,43750,39750,25500,55750,60000,49750,0.076,0.098,0.158,3250,33250,44500,35500,2450,22715,14910,16530,13230,37220,22760
,4,,2002,2006,4,291,47500,42500,27500,60250,65500,55250,0.087,0.094,0.147,3250,36000,47750,38000,2450,22590,14220,16350,12690,36505,21985
,4,,2002,2007,5,291,49750,44000,28250,63000,69500,59250,0.092,0.099,0.148,3250,37000,50000,39250,2450,22350,13565,16055,12035,35555,21335
,4,,2002,2008,6,291,53250,46750,30000,66500,74250,63500,0.107,0.095,0.141,3250,40500,52750,41250,2450,22550,13245,16095,11640,35555,20985
,4,,2002,2009,7,291,53750,47000,29750,67750,74750,64250,0.125,0.103,0.149,3250,39750,52250,40250,2450,22335,12740,15820,11130,35110,20935
,4,,2002,2010,8,291,55000,47500,30000,69500,78000,66250,0.132,0.103,0.151,3250,40250,53000,41000,2450,22410,12400,15730,10760,35065,20645
,4,,2002,2011,9,291,56500,48250,30000,71000,79750,67500,0.139,0.109,0.158,3250,39500,54000,41750,2450,22905,12700,15925,10525,35085,20370
,4,,2002,2012,10,291,58500,49750,30500,73750,82750,70750,0.141,0.11,0.159,3250,42500,55500,43750,2450,24195,13600,16665,11035,36050,20660
,4,,2002,2013,11,291,60500,50750,31500,76500,85750,73000,0.145,0.111,0.157,3250,42750,56750,45500,2450,24760,13765,16975,11040,36250,20475
,4,,2002,2014,12,291,62500,52500,32000,79000,85250,72750,0.159,0.13,0.173,3250,44000,57500,46750,2450,25420,13795,17290,11160,36595,20130
,4,,2003,2003,0,310,32000,28500,16500,42500,42750,33250,0.066,0.153,0.264,3020,26750,33250,25750,2220,24435,18085,17925,15790,38795,25155
,4,,2003,2004,1,310,37250,34500,21000,48250,49750,40250,0.071,0.12,0.198,3020,31000,38500,30000,2220,23805,17105,17335,14935,37705,24165
,4,,2003,2005,2,310,40750,37000,23250,52000,55000,45250,0.073,0.107,0.174,3020,32750,41500,33000,2220,23435,16180,16900,14200,37165,23760
,4,,2003,2006,3,310,44000,40000,25500,56250,59750,50500,0.078,0.102,0.161,3020,34000,44750,35750,2220,23185,15420,16585,13475,36615,23480
,4,,2003,2007,4,310,47000,42000,26750,59750,65250,54750,0.086,0.102,0.155,3020,36250,47750,37250,2220,22775,14605,16170,12735,35480,22255
,4,,2003,2008,5,310,50750,45250,28500,64750,70250,60000,0.099,0.097,0.142,3020,37750,51000,39750,2220,22985,14250,16220,12360,35140,21530
,4,,2003,2009,6,310,51000,45000,28250,65500,70750,60750,0.115,0.104,0.156,3020,37250,50500,38750,2220,22570,13500,15780,11640,34310,20780
,4,,2003,2010,7,310,52500,45500,28500,67250,74000,63000,0.125,0.104,0.151,3020,38750,51250,39500,2220,22370,13135,15525,11030,33495,19825
,4,,2003,2011,8,310,53750,46500,28750,68750,76500,65500,0.127,0.106,0.156,3020,39750,52250,40500,2220,22065,12885,15180,10550,32840,19185
,4,,2003,2012,9,310,56000,47500,29250,71000,79250,68000,0.135,0.11,0.156,3020,40000,53750,41750,2220,22295,12935,15205,10435,32470,18860
,4,,2003,2013,10,310,58000,48750,30250,73500,83000,70500,0.137,0.112,0.159,3020,41250,55500,43500,2220,23225,13300,15670,10805,32870,19070
,4,,2003,2014,11,310,60250,51000,31250,76500,83000,70500,0.154,0.131,0.172,3020,43750,56500,44500,2220,23500,13110,15705,10580,33130,18895
,4,,2004,2004,0,341,31750,28250,16500,42250,42500,32750,0.067,0.157,0.268,2955,25500,32750,25250,2160,24610,18125,17830,15775,36800,24335
,4,,2004,2005,1,341,37500,34250,21250,48250,49500,39750,0.064,0.117,0.197,2955,28750,38500,29750,2160,24035,17130,17275,14965,35885,23380
,4,,2004,2006,2,341,41750,38000,24250,53250,56000,46000,0.068,0.104,0.169,2955,31250,42750,33250,2160,23800,16340,16970,14305,35360,22645
,4,,2004,2007,3,341,44750,40750,26000,57000,61000,50750,0.074,0.1,0.157,2955,33750,45500,35500,2160,23285,15440,16475,13440,34410,21755
,4,,2004,2008,4,341,48500,43500,27750,61500,66750,56250,0.083,0.094,0.145,2955,36250,48750,38250,2160,23445,14960,16500,13065,34125,21420
,4,,2004,2009,5,341,49000,44000,27750,62500,67750,58250,0.103,0.104,0.154,2955,37000,48500,37250,2160,23020,14215,16105,12220,33190,20900
,4,,2004,2010,6,341,50750,44500,28250,64750,71250,60500,0.112,0.103,0.152,2955,38500,49750,38250,2160,22640,13495,15710,11555,32505,20115
,4,,2004,2011,7,341,52500,45750,29000,67250,73750,63000,0.122,0.106,0.155,2955,38750,50750,39250,2160,22150,12680,15245,10715,31730,19330
,4,,2004,2012,8,341,54750,47000,29750,69750,77500,66250,0.129,0.106,0.155,2955,39750,52500,41000,2160,21955,12450,15015,10210,31240,18750
,4,,2004,2013,9,341,56750,48250,30250,71750,80500,68500,0.134,0.111,0.156,2955,40750,53750,42250,2160,22395,12610,15170,10075,31255,18975
,4,,2004,2014,10,341,59750,50250,31750,75750,81250,69000,0.149,0.127,0.167,2955,43250,55750,43500,2160,23220,12990,15560,10225,31795,19220
,4,,2005,2005,0,396,31500,27750,16000,42000,42250,33000,0.058,0.161,0.275,2985,27500,32250,25000,2180,24925,18380,17840,15950,35930,24850
,4,,2005,2006,1,396,38500,35250,21750,49750,50750,41000,0.057,0.117,0.194,2985,32500,39750,30000,2180,24600,17610,17565,15425,34980,23630
,4,,2005,2007,2,396,42000,38750,24500,53250,55750,45750,0.064,0.103,0.167,2985,34500,43250,32500,2180,24070,16610,17065,14645,34065,22685
,4,,2005,2008,3,396,45750,42000,27000,58250,61500,50750,0.075,0.099,0.152,2985,37500,46750,35250,2180,24130,16040,17010,14095,33870,22255
,4,,2005,2009,4,396,46250,42250,26000,59500,63000,53250,0.089,0.105,0.159,2985,36750,46750,34500,2180,23575,15105,16510,13195,32880,21450
,4,,2005,2010,5,396,48750,43500,27500,62250,66500,56250,0.103,0.102,0.154,2985,37000,48250,35750,2180,23225,14385,16145,12370,32275,20815
,4,,2005,2011,6,396,50250,44500,28250,64250,70000,59500,0.11,0.108,0.156,2985,38500,49500,36750,2180,22665,13675,15630,11485,31295,19805
,4,,2005,2012,7,396,52500,46250,29250,66750,73750,62750,0.114,0.105,0.153,2985,39750,51500,38000,2180,22380,13185,15325,10880,30730,19175
,4,,2005,2013,8,396,54750,47250,30500,69750,77250,65750,0.122,0.108,0.154,2985,40750,53250,39500,2180,22320,12910,15170,10490,30285,18515
,4,,2005,2014,9,396,57250,49500,31250,72750,78250,67250,0.134,0.123,0.165,2985,41750,54750,41000,2180,22705,13015,15300,10370,30320,18500
,4,,2006,2006,0,411,31500,27500,16000,42500,42250,32500,0.065,0.167,0.283,3310,26750,32250,24250,2405,26045,18945,18350,16505,37325,26745
,4,,2006,2007,1,411,38250,35250,21750,49750,50000,41000,0.062,0.118,0.193,3310,31750,39500,28750,2405,25500,17965,17920,15825,36180,25380
,4,,2006,2008,2,411,42750,39500,25000,55250,56250,46750,0.07,0.103,0.166,3310,34250,44000,31750,2405,25705,17595,17960,15420,36345,25125
,4,,2006,2009,3,411,43500,40000,24500,57000,58000,48750,0.088,0.111,0.173,3310,34500,44250,31250,2405,25350,16815,17590,14640,35705,24355
,4,,2006,2010,4,411,45500,41250,25250,59250,61500,51750,0.097,0.104,0.167,3310,35500,45750,32250,2405,25085,16140,17275,13910,35150,23655
,4,,2006,2011,5,411,47500,42500,26500,61500,64250,54250,0.106,0.111,0.168,3310,35750,47250,33500,2405,24680,15585,16875,13070,34400,22735
,4,,2006,2012,6,411,50250,44250,28000,64250,69000,58500,0.11,0.108,0.162,3310,37750,49500,35500,2405,24435,15025,16610,12375,33880,22210
,4,,2006,2013,7,411,52500,45750,29000,67000,72750,61500,0.115,0.106,0.16,3310,39500,51500,36750,2405,24425,14660,16455,11905,33625,21655
,4,,2006,2014,8,411,55000,47500,30000,70250,75000,63750,0.128,0.12,0.169,3310,41000,53250,38250,2405,24725,14520,16535,11620,33755,21595
,4,,2007,2007,0,360,32250,28500,16500,43000,42750,33000,0.059,0.16,0.276,3450,26750,33750,24500,2510,25380,18365,18180,16010,37060,27235
,4,,2007,2008,1,360,38750,35750,21500,50250,50250,40500,0.064,0.123,0.202,3450,31250,40500,28250,2510,25695,18075,18360,15815,37170,27000
,4,,2007,2009,2,360,40250,37000,22500,52750,52750,43000,0.087,0.128,0.201,3450,31250,41250,28250,2510,25265,17310,17960,15005,36485,26045
,4,,2007,2010,3,360,42000,38250,23250,54500,56250,45750,0.094,0.118,0.192,3450,32500,42750,29500,2510,25145,16670,17805,14410,35925,25450
,4,,2007,2011,4,360,43750,39500,24500,56500,59500,49250,0.099,0.118,0.183,3450,34500,44250,30750,2510,24795,15895,17465,13595,35230,24675
,4,,2007,2012,5,360,46500,41250,25750,59750,63750,53000,0.106,0.113,0.175,3450,36500,46250,32250,2510,24775,15475,17340,12990,34945,23890
,4,,2007,2013,6,360,48750,43000,26750,62500,67250,56000,0.113,0.117,0.175,3450,37750,48250,34000,2510,25000,15400,17365,12690,34895,23330
,4,,2007,2014,7,360,51250,45250,28000,65750,69250,58750,0.126,0.126,0.177,3450,38000,49750,35000,2510,25265,15225,17445,12465,35060,23275
,4,,2008,2008,0,384,34500,30500,17500,46250,44750,34750,0.066,0.155,0.256,3660,27500,36000,24000,2540,26515,18200,18245,16005,41305,31265
,4,,2008,2009,1,384,37500,34000,19750,49750,48250,38750,0.081,0.144,0.231,3660,28250,38500,25750,2540,26090,17215,17880,15235,40625,30395
,4,,2008,2010,2,384,39500,35500,21250,52000,52000,41750,0.088,0.129,0.211,3660,29500,40500,27000,2540,25855,16330,17595,14280,40425,29440
,4,,2008,2011,3,384,42000,37250,22500,54500,55500,45000,0.095,0.126,0.199,3660,30000,42500,28500,2540,25480,15390,17220,13305,39985,28400
,4,,2008,2012,4,384,44500,39250,24250,57000,59750,48500,0.099,0.122,0.188,3660,32000,44750,30250,2540,25455,14745,17095,12565,39910,27915
,4,,2008,2013,5,384,47000,41000,25750,60250,63500,51750,0.104,0.121,0.181,3660,33500,46750,32000,2540,25525,14175,17045,11945,39750,27535
,4,,2008,2014,6,384,49500,43000,26750,63250,66000,54250,0.114,0.125,0.182,3660,34500,48750,33500,2540,25750,13785,17100,11615,39755,27580
,4,,2009,2009,0,455,32000,27500,14750,44000,43000,32750,0.081,0.189,0.305,3655,26250,32750,21250,2435,27255,18020,18045,15830,43860,31040
,4,,2009,2010,1,455,36000,32250,18500,48000,47750,37000,0.082,0.146,0.243,3655,29000,37000,24250,2435,27050,17165,17830,14965,43680,30590
,4,,2009,2011,2,455,38750,34750,20750,50750,51250,40500,0.086,0.132,0.216,3655,31000,39500,26250,2435,26605,16055,17465,13820,43000,29130
,4,,2009,2012,3,455,41750,37250,23000,53750,55750,44000,0.09,0.125,0.2,3655,33250,42000,28500,2435,26440,15115,17260,12865,42810,28540
,4,,2009,2013,4,455,44250,39500,24500,56750,60250,47750,0.095,0.118,0.184,3655,35000,44500,30250,2435,26385,14255,17110,12135,42825,28430
,4,,2009,2014,5,455,47250,41500,26250,60000,63000,50750,0.106,0.121,0.18,3655,36500,46750,31750,2435,26675,13720,17165,11515,43185,28365
,4,,2010,2010,0,460,31500,26250,14500,42750,42000,31000,0.084,0.192,0.316,4140,25250,32500,20500,2765,30725,20375,20190,17475,48045,33975
,4,,2010,2011,1,460,36000,31500,18500,47500,46500,36000,0.084,0.152,0.254,4140,28000,36750,23250,2765,30345,19425,19890,16600,47245,32590
,4,,2010,2012,2,460,39250,35000,20750,51000,51250,40250,0.088,0.137,0.221,4140,29750,40000,25500,2765,30370,18635,19775,15725,47360,32200
,4,,2010,2013,3,460,42000,37250,23000,54000,55500,44250,0.092,0.129,0.201,4140,32000,42500,28000,2765,30465,17935,19705,14885,47595,31875
,4,,2010,2014,4,460,45250,39750,25000,57500,59250,47250,0.101,0.129,0.192,4140,34250,45000,30000,2765,30875,17275,19820,14335,48345,31730
,4,,2011,2011,0,555,30750,26000,14250,41250,40250,30000,0.086,0.201,0.33,4315,23750,31250,20250,2995,31625,21825,21130,18470,49810,35060
,4,,2011,2012,1,555,35500,31250,18250,46750,45750,35500,0.082,0.157,0.26,4315,27500,36250,23750,2995,31850,20940,21120,17845,50520,34790
,4,,2011,2013,2,555,38750,34250,20750,50500,50250,39250,0.085,0.141,0.229,4315,30000,39500,25750,2995,32050,20090,21100,17010,51300,34770
,4,,2011,2014,3,555,42000,37000,23000,54000,54000,42750,0.097,0.136,0.212,4315,32750,42250,27500,2995,32420,19430,21240,16215,51870,34355
,4,,2012,2012,0,640,30500,25500,14250,41250,39500,29000,0.084,0.204,0.337,4560,24250,31250,20000,3195,33385,23485,22155,19370,53865,37615
,4,,2012,2013,1,640,35250,31000,18250,46750,44500,34500,0.08,0.161,0.27,4560,28000,36250,23500,3195,33695,22550,22255,18820,54580,37420
,4,,2012,2014,2,640,39000,34500,20750,50750,48500,38250,0.088,0.15,0.238,4560,30000,39500,25750,3195,34220,21770,22465,18205,55760,37680
,4,,2013,2013,0,694,30250,25250,14000,40750,39250,28750,0.082,0.209,0.344,4705,26000,31750,19250,3350,34580,25025,23390,20580,55090,38270
,4,,2013,2014,1,694,35250,31000,18250,47000,44000,34000,0.086,0.171,0.273,4705,29500,37000,22500,3350,35185,24325,23730,20350,56270,38350
,4,,2014,2014,0,755,30250,25250,14250,40750,37750,27750,0.08,0.211,0.352,4830,27500,32750,18750,3405,35720,25900,24390,21455,57785,39945
,5,,1999,1999,0,273,38000,35250,21500,49000,46500,38250,0.051,0.117,0.192,3970,30000,38250,31250,3090,26635,20665,17560,16670,43015,32310
