full_sample,sel_index,typen,repay_year,fy,year,borrowers,mn_earnings,md_earnings,p25_earnings,p75_earnings,mn_tot_inc,md_tot_inc,unemployed,in_pov,near_pov,mn_debt_service,mn_grad2_earnings,mn_grad4_earnings,mn_grad0_earnings,md_debt_service,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad,mn_grad_l,md_grad_l
,2,,2005,2007,2,220,33000,28750,16500,44000,43750,34000,0.127,0.22,0.326,1675,33250,42250,23500,840,13935,6795,11950,6695,34370,23630
,2,,2005,2008,3,220,35750,31000,17500,47750,46500,36500,0.137,0.214,0.312,1675,35500,44750,25000,840,14480,7065,12380,6925,34335,22990
,2,,2005,2009,4,220,36000,31250,17500,48500,46250,36000,0.171,0.23,0.327,1675,34250,43500,24000,840,14585,7075,12415,6895,34000,22585
,2,,2005,2010,5,220,36750,31750,17500,49500,47500,37250,0.183,0.229,0.325,1675,34250,44500,24000,840,14955,7300,12680,7070,33690,22235
,2,,2005,2011,6,220,38000,32500,18250,51000,48750,38000,0.192,0.231,0.323,1675,35250,46000,24500,840,15130,7245,12775,7060,32840,21240
,2,,2005,2012,7,220,39500,34000,19000,52750,51000,39750,0.199,0.226,0.319,1675,36000,46750,26000,840,15400,7430,12960,7180,32595,20605
,2,,2005,2013,8,220,41000,35250,19500,54250,53000,41000,0.204,0.229,0.314,1675,37000,47500,27000,840,15795,7475,13240,7215,32410,20090
,2,,2005,2014,9,220,42750,36500,20500,56500,52500,40750,0.22,0.249,0.323,1675,37500,49250,27500,840,16520,7695,13795,7455,32580,20365
,2,,2006,2006,0,242,27000,23250,13000,36250,36500,27000,0.114,0.256,0.394,1810,28250,33500,19750,955,14065,7290,11895,7165,41015,29040
,2,,2006,2007,1,242,30750,27000,15500,41250,40000,30750,0.118,0.233,0.349,1810,32000,39750,21750,955,14055,7170,11895,7050,39565,27915
,2,,2006,2008,2,242,33750,29250,17000,44500,43250,33750,0.134,0.22,0.321,1810,34500,42500,23500,955,14510,7305,12235,7170,40205,28195
,2,,2006,2009,3,242,34000,30000,17000,45500,43250,33750,0.165,0.232,0.335,1810,34000,42500,22500,955,14585,7215,12250,7070,39920,27210
,2,,2006,2010,4,242,35500,30750,17250,47000,45250,35500,0.183,0.231,0.331,1810,34500,43500,22750,955,14835,7360,12395,7140,39585,26605
,2,,2006,2011,5,242,36500,31750,17750,48000,47000,36500,0.189,0.235,0.327,1810,34750,44500,23750,955,15045,7500,12525,7280,39125,25585
,2,,2006,2012,6,242,37750,32500,18500,49500,49000,38000,0.189,0.236,0.323,1810,35500,46250,24750,955,15280,7555,12680,7245,39250,24815
,2,,2006,2013,7,242,39000,34000,19000,50750,50500,39250,0.197,0.238,0.32,1810,36000,47000,25500,955,15630,7595,12945,7310,39065,24595
,2,,2006,2014,8,242,40750,35250,19750,52750,50750,39250,0.215,0.25,0.328,1810,36750,47500,26000,955,16195,7735,13295,7385,40380,24905
,2,,2007,2007,0,241,26750,22750,12750,35750,35750,26000,0.108,0.263,0.399,1950,28000,33750,19500,1030,14145,7215,12230,7125,40305,32310
,2,,2007,2008,1,241,31000,26750,15250,42250,40500,30500,0.121,0.228,0.343,1950,32500,39500,21750,1030,14435,7185,12475,7045,40810,31940
,2,,2007,2009,2,241,32000,27750,15500,43500,40750,31000,0.157,0.242,0.358,1950,32250,39500,21250,1030,14470,7115,12465,7015,40685,31905
,2,,2007,2010,3,241,33000,28500,16000,44500,42750,32500,0.17,0.237,0.349,1950,32750,40000,21750,1030,14895,7305,12765,7145,40990,31670
,2,,2007,2011,4,241,34500,29750,16750,46250,44250,33500,0.179,0.238,0.345,1950,33500,41750,22500,1030,15205,7530,12975,7415,40750,31660
,2,,2007,2012,5,241,35750,30750,17250,47750,46000,35000,0.184,0.237,0.334,1950,34000,42750,23750,1030,15585,7655,13295,7555,40090,31015
,2,,2007,2013,6,241,37000,31750,18000,49500,48000,36500,0.184,0.236,0.334,1950,35000,44000,24500,1030,16045,7795,13640,7690,40290,30225
,2,,2007,2014,7,241,38750,33250,18500,52000,48500,37500,0.199,0.247,0.334,1950,35500,45500,25250,1030,16570,7915,14055,7785,40775,29760
,2,,2008,2008,0,254,27750,23250,12750,37500,36500,26750,0.118,0.267,0.403,1995,28750,36500,19000,1065,14320,7530,12435,7360,39680,29825
,2,,2008,2009,1,254,29750,25250,14000,40750,38250,28750,0.147,0.257,0.385,1995,29750,38500,19500,1065,14215,7335,12335,7210,38945,28440
,2,,2008,2010,2,254,31250,26750,14500,42250,40250,30250,0.159,0.243,0.365,1995,31000,39500,20250,1065,14375,7365,12450,7240,38880,28370
,2,,2008,2011,3,254,32500,27750,15750,43250,41500,31250,0.162,0.246,0.357,1995,31750,40750,21250,1065,14480,7350,12495,7180,38515,27310
,2,,2008,2012,4,254,34250,29500,16750,45750,43750,32750,0.173,0.242,0.342,1995,33000,41500,22250,1065,14830,7460,12780,7290,38140,26030
,2,,2008,2013,5,254,35500,30750,17250,47250,45250,34250,0.176,0.246,0.344,1995,33750,43000,23000,1065,15280,7525,13135,7385,38480,25850
,2,,2008,2014,6,254,37250,32250,18250,49250,46500,35500,0.186,0.247,0.339,1995,34750,44000,24000,1065,15935,7705,13660,7545,38900,26475
,2,,2009,2009,0,318,25250,20750,11000,34750,34000,23750,0.16,0.316,0.463,2010,24750,33250,16000,1105,14890,7960,12815,7855,41380,32070
,2,,2009,2010,1,318,28000,23000,12750,38250,36500,26500,0.156,0.277,0.415,2010,27500,36500,17500,1105,14910,7855,12840,7730,41050,31150
,2,,2009,2011,2,318,29750,25000,14000,40500,38250,28000,0.165,0.267,0.397,2010,29000,37750,18750,1105,14885,7740,12810,7615,40800,30690
,2,,2009,2012,3,318,31500,27000,15250,42500,40000,29750,0.168,0.263,0.378,2010,30000,39500,20250,1105,15015,7600,12905,7460,40770,31330
,2,,2009,2013,4,318,33500,28750,16500,44500,42000,31500,0.178,0.256,0.363,2010,31500,41000,21250,1105,15335,7565,13130,7420,41465,31765
,2,,2009,2014,5,318,35000,30000,17250,46750,43500,32750,0.181,0.258,0.357,2010,32750,42500,22500,1105,15730,7590,13430,7430,41985,31525
,2,,2010,2010,0,331,24250,19750,10500,33000,32000,22250,0.165,0.328,0.486,2290,24750,31500,15000,1285,16975,9395,14380,9165,47580,38270
,2,,2010,2011,1,331,27250,22750,12500,37250,34500,24750,0.166,0.302,0.44,2290,27500,35250,17000,1285,16980,9235,14395,9055,47070,36900
,2,,2010,2012,2,331,29250,24500,13500,39250,37000,26750,0.167,0.284,0.414,2290,29250,37000,18500,1285,17165,9120,14520,8965,47835,36400
,2,,2010,2013,3,331,31250,26500,14750,42000,39250,29000,0.172,0.275,0.394,2290,30500,39000,20000,1285,17415,9000,14670,8825,48695,36340
,2,,2010,2014,4,331,33000,28000,15500,44250,40750,30250,0.181,0.274,0.38,2290,31750,41000,21000,1285,17845,8990,14995,8795,49845,37360
,2,,2011,2011,0,473,23500,18750,10000,31750,30750,20750,0.171,0.355,0.516,2325,22500,30750,15000,1315,17140,9595,14870,9460,48405,36890
,2,,2011,2012,1,473,26500,22000,12000,35750,33500,23500,0.165,0.32,0.465,2325,25500,34250,17250,1315,17430,9650,15120,9475,49100,37140
,2,,2011,2013,2,473,28500,24000,13000,38000,35500,25250,0.169,0.305,0.443,2325,27250,36500,18500,1315,17690,9555,15325,9380,49680,36455
,2,,2011,2014,3,473,30750,26000,14500,40750,37000,27000,0.179,0.299,0.421,2325,28750,38250,20000,1315,18110,9515,15645,9295,50760,36370
,2,,2012,2012,0,585,23000,18500,10000,31000,29500,20000,0.168,0.366,0.529,2410,21500,30000,15000,1330,17880,9870,15630,9745,52860,41080
,2,,2012,2013,1,585,26000,21750,12250,35000,32500,23000,0.165,0.326,0.475,2410,24250,33750,17000,1330,18230,9970,15955,9825,53415,40780
,2,,2012,2014,2,585,28500,24000,13250,38250,34500,25000,0.174,0.314,0.445,2410,26250,36000,18750,1330,18630,9910,16295,9755,54370,41315
,2,,2013,2013,0,655,23000,18500,10250,31000,29500,20000,0.161,0.363,0.528,2560,23000,30750,15000,1385,19065,10435,16825,10360,52530,39945
,2,,2013,2014,1,655,26250,22000,12250,35000,31750,22750,0.164,0.33,0.479,2560,25750,34250,17000,1385,19575,10725,17285,10590,53350,39730
,2,,2014,2014,0,736,23750,19250,10500,31750,29500,20500,0.153,0.36,0.52,2735,26000,32250,15250,1510,20565,11710,18135,11525,52895,40975
,3,,1999,1999,0,190,28750,26000,14750,39000,36750,29000,0.082,0.22,0.347,2740,23000,29500,23250,1825,18330,12230,14785,11015,36430,24595
,3,,1999,2000,1,190,34250,31250,18500,45250,45000,36000,0.082,0.168,0.266,2740,27750,35250,27500,1825,18125,11820,14585,10660,36005,23840
,3,,1999,2001,2,190,38250,34500,20500,49750,50250,40750,0.092,0.145,0.229,2740,29750,38750,30500,1825,18450,11660,14785,10570,36865,23745
,3,,1999,2002,3,190,39500,36250,21500,52000,52500,43250,0.108,0.153,0.228,2740,30750,39250,31250,1825,18425,11105,14655,10135,36625,23005
,3,,1999,2003,4,190,41250,37250,22250,54250,55000,45250,0.12,0.153,0.23,2740,31250,40750,31750,1825,18605,10660,14665,9680,37130,22225
,3,,1999,2004,5,190,43500,38500,23000,57000,58250,47750,0.128,0.151,0.218,2740,31500,42500,33250,1825,18760,10245,14675,9355,36865,20570
,3,,1999,2005,6,190,45250,39750,23750,58750,61250,49750,0.134,0.15,0.219,2740,32750,43750,34500,1825,18880,9915,14725,8965,36570,19625
,3,,1999,2006,7,190,48000,41250,24750,61500,65250,52750,0.138,0.152,0.216,2740,35750,46500,36000,1825,19395,9885,15025,8905,37780,20260
,3,,1999,2007,8,190,49250,42250,25500,64000,67250,54750,0.144,0.153,0.219,2740,37250,47250,36750,1825,19955,10210,15370,9205,37795,20850
,3,,1999,2008,9,190,52000,44750,26250,67750,70250,57500,0.152,0.156,0.209,2740,37000,49500,38750,1825,21590,11120,16500,9920,40170,22100
,3,,1999,2009,10,190,51500,44750,25750,67750,69500,57000,0.17,0.167,0.223,2740,35250,48500,37000,1825,23125,12045,17560,10605,42120,22980
,3,,1999,2010,11,190,52500,45000,26250,68750,71250,57750,0.182,0.168,0.224,2740,34750,49000,37250,1825,24135,12405,18215,10925,43180,23255
,3,,1999,2011,12,190,53250,45000,26250,69750,71250,57250,0.187,0.173,0.232,2740,34500,48750,38000,1825,25275,13365,19055,11370,44515,24520
,3,,1999,2012,13,190,55000,45750,26500,71250,74000,58250,0.191,0.173,0.232,2740,35250,49750,39250,1825,26040,13480,19535,11530,45845,25195
,3,,1999,2013,14,190,56250,46500,26500,73000,76000,59750,0.192,0.178,0.234,2740,36500,50750,40250,1825,26675,13750,19975,11860,47210,27685
,3,,1999,2014,15,190,58750,48250,28250,75750,73750,57750,0.212,0.197,0.248,2740,37750,52000,40750,1825,27320,13670,20485,11950,48340,28200
,3,,2000,2000,0,196,30250,27250,15500,40500,39000,30750,0.082,0.213,0.327,2735,23750,31500,24250,1850,18875,12830,15150,11315,35810,24115
,3,,2000,2001,1,196,35500,32000,18500,46750,46000,36500,0.087,0.167,0.261,2735,27750,37250,28000,1850,18885,12315,15190,11080,35355,22275
,3,,2000,2002,2,196,37500,33750,19750,49500,48750,39000,0.1,0.166,0.253,2735,28500,38500,29000,1850,18780,11820,15005,10675,35135,20850
,3,,2000,2003,3,196,40000,35750,21750,52000,52250,42000,0.116,0.164,0.242,2735,28500,39750,31000,1850,18930,11485,15000,10270,35505,19685
,3,,2000,2004,4,196,42500,37750,22750,55250,56250,45250,0.12,0.161,0.234,2735,30000,42250,32500,1850,18900,10890,14830,9735,35655,19420
,3,,2000,2005,5,196,44250,39000,23250,57000,59250,47500,0.125,0.161,0.227,2735,33250,44000,33750,1850,18985,10525,14790,9320,35755,18765
,3,,2000,2006,6,196,46750,41000,24750,60000,62000,50250,0.133,0.16,0.225,2735,34000,45750,35250,1850,19210,10365,14960,9210,35560,18430
,3,,2000,2007,7,196,48250,41750,24750,62250,65250,52000,0.141,0.162,0.229,2735,35000,46750,36000,1850,19310,10235,14960,9110,35150,18435
,3,,2000,2008,8,196,50750,44000,26250,66250,68250,54750,0.151,0.165,0.225,2735,34750,48750,37750,1850,20265,10730,15600,9580,36265,18590
,3,,2000,2009,9,196,50500,43750,25000,65750,66750,53500,0.172,0.175,0.236,2735,34250,47500,36250,1850,21035,11180,16140,9860,36460,18150
,3,,2000,2010,10,196,51750,44000,25500,67000,68500,55250,0.18,0.17,0.233,2735,35000,48500,36750,1850,22600,12065,17200,10610,38755,19725
,3,,2000,2011,11,196,52750,44500,25750,67500,70500,56250,0.182,0.18,0.239,2735,35000,49250,37500,1850,23330,12525,17700,10615,39360,20370
,3,,2000,2012,12,196,54500,45500,26250,69500,72500,57250,0.186,0.183,0.243,2735,36750,51250,38250,1850,24000,12715,18110,10705,40470,20435
,3,,2000,2013,13,196,55750,46500,26500,71500,73500,58750,0.193,0.186,0.242,2735,38750,51250,39000,1850,24500,12710,18425,10905,41160,20230
,3,,2000,2014,14,196,57500,48000,27500,73750,71500,56750,0.209,0.207,0.258,2735,37500,52250,39250,1850,25460,12865,19055,11120,42300,20280
,3,,2001,2001,0,195,31500,27750,15750,42250,41000,32250,0.085,0.193,0.306,3010,25250,33500,24500,2010,20150,13460,15775,12075,38335,25640
,3,,2001,2002,1,195,34750,31750,18250,46500,45500,36250,0.095,0.172,0.271,3010,27000,36500,26750,2010,19965,12930,15580,11510,37980,25565
,3,,2001,2003,2,195,37500,33500,19750,49750,48750,39250,0.111,0.167,0.255,3010,27500,38750,28250,2010,19685,12460,15255,11000,37630,23730
,3,,2001,2004,3,195,39750,35250,20750,52750,52500,42500,0.113,0.166,0.246,3010,29000,40750,29750,2010,19620,11795,15105,10670,37105,22990
,3,,2001,2005,4,195,41750,36750,22250,54750,56000,45500,0.117,0.159,0.232,3010,31750,42500,31750,2010,19560,11330,14945,10125,36825,22095
,3,,2001,2006,5,195,44750,39000,23500,59000,60750,49500,0.122,0.157,0.226,3010,33750,45250,33750,2010,19765,11195,15105,9960,36100,21420
,3,,2001,2007,6,195,46750,40250,24250,61000,63750,51500,0.132,0.155,0.222,3010,33500,46750,34750,2010,19830,10885,15045,9770,36055,21785
,3,,2001,2008,7,195,49250,42250,25750,64250,66750,55000,0.141,0.156,0.218,3010,34250,48750,36250,2010,20535,11140,15470,9865,37035,22695
,3,,2001,2009,8,195,49000,42250,24750,64500,65500,54000,0.17,0.171,0.236,3010,32500,47000,34750,2010,20995,11050,15725,9875,37280,23115
,3,,2001,2010,9,195,50000,43250,24500,66250,67000,55250,0.175,0.169,0.232,3010,32250,47250,35250,2010,21635,11275,16110,9915,38015,22935
,3,,2001,2011,10,195,50750,43000,24750,66500,67000,55500,0.176,0.172,0.236,3010,33750,47750,36000,2010,23010,12315,17025,10390,39150,22705
,3,,2001,2012,11,195,52250,44250,25250,68750,71000,57500,0.184,0.174,0.232,3010,34250,48750,36500,2010,23690,12745,17465,10560,40020,23720
,3,,2001,2013,12,195,53250,44750,25500,69750,71750,57500,0.187,0.18,0.243,3010,35250,49250,37500,2010,24470,13035,17975,10815,40885,24080
,3,,2001,2014,13,195,55750,47000,26750,72750,70000,56500,0.205,0.202,0.259,3010,35500,50750,38000,2010,25370,13435,18550,11085,41890,24560
,3,,2002,2002,0,191,30250,26250,14500,40750,40500,31000,0.09,0.206,0.328,2765,25250,31500,23250,1800,20435,13250,15755,11680,37730,24250
,3,,2002,2003,1,191,34500,30500,17500,45250,45500,35750,0.096,0.185,0.281,2765,27250,36250,26000,1800,20060,12795,15375,11240,37015,23260
,3,,2002,2004,2,191,36750,33000,18750,48250,49000,39000,0.099,0.169,0.26,2765,28750,38000,28250,1800,19935,12335,15185,10855,36815,23030
,3,,2002,2005,3,191,39500,34750,20500,51250,53000,41750,0.103,0.159,0.243,2765,30750,40500,30000,1800,19785,11730,14880,10415,36640,21885
,3,,2002,2006,4,191,42250,37250,22500,55000,56750,45500,0.111,0.156,0.228,2765,33250,43250,32000,1800,19925,11480,14955,10230,36165,21165
,3,,2002,2007,5,191,44250,38750,23250,57250,60250,48750,0.118,0.15,0.223,2765,34250,45250,32750,1800,19870,11205,14870,9940,35445,20250
,3,,2002,2008,6,191,46750,40750,24250,60750,63250,51250,0.127,0.153,0.216,2765,35750,47500,34500,1800,20385,11365,15170,9925,35990,20220
,3,,2002,2009,7,191,47000,40750,23750,60750,63250,50750,0.145,0.163,0.235,2765,34500,46750,33500,1800,20335,11005,15035,9770,35705,20175
,3,,2002,2010,8,191,48250,41500,23750,62500,64750,52250,0.154,0.162,0.233,2765,34750,47750,34000,1800,20685,11045,15250,9710,35530,19745
,3,,2002,2011,9,191,49500,42250,24750,63750,66500,52500,0.164,0.169,0.239,2765,35500,48000,34500,1800,21430,11400,15695,9845,35465,19390
,3,,2002,2012,10,191,51250,43000,25250,66500,69500,54500,0.168,0.168,0.236,2765,37750,49750,35750,1800,22365,12205,16280,10180,36090,20015
,3,,2002,2013,11,191,52250,43500,25500,67750,70750,54750,0.173,0.174,0.239,2765,36750,50250,36500,1800,22665,12265,16440,10160,35880,19380
,3,,2002,2014,12,191,54250,45000,26500,70500,69500,54500,0.191,0.196,0.251,2765,37750,51000,37000,1800,23130,12260,16770,10240,35965,19155
,3,,2003,2003,0,204,29750,25250,14000,40250,39250,29500,0.102,0.224,0.345,2560,24000,31000,22750,1615,20680,13105,15800,11805,37840,24235
,3,,2003,2004,1,204,34250,30500,17250,45250,44250,35000,0.099,0.186,0.287,2560,26750,36000,26250,1615,20230,12675,15390,11265,36565,23165
,3,,2003,2005,2,204,37000,33000,19250,48500,48500,38250,0.098,0.167,0.263,2560,29750,38500,28500,1615,20035,12335,15135,10895,35890,22750
,3,,2003,2006,3,204,39750,35000,20750,52000,52500,41750,0.102,0.164,0.247,2560,30750,41500,30500,1615,20120,12025,15125,10755,35455,22630
,3,,2003,2007,4,204,41500,37000,21500,53750,55250,44750,0.107,0.158,0.24,2560,31750,43000,31750,1615,20025,11685,14970,10420,34890,21830
,3,,2003,2008,5,204,44750,39250,23000,57500,59000,47750,0.123,0.159,0.23,2560,34000,45250,33500,1615,20645,11745,15325,10445,35260,21790
,3,,2003,2009,6,204,45000,39500,22750,58250,58500,47500,0.148,0.174,0.244,2560,32750,44500,32500,1615,20625,11445,15200,10145,34780,20960
,3,,2003,2010,7,204,45750,39750,22500,59750,60500,49000,0.16,0.167,0.245,2560,31500,44750,32750,1615,20690,11125,15175,9845,34290,20715
,3,,2003,2011,8,204,46750,40500,23000,61000,62500,50250,0.162,0.168,0.241,2560,32750,45250,33500,1615,20675,11085,15125,9580,33855,19740
,3,,2003,2012,9,204,48500,41750,23750,62750,64500,52000,0.166,0.174,0.244,2560,33250,46500,35000,1615,21055,11350,15310,9580,34080,19325
,3,,2003,2013,10,204,50000,42750,24500,64500,66750,53000,0.172,0.176,0.243,2560,33250,47250,35750,1615,22015,11940,15875,10115,34930,19680
,3,,2003,2014,11,204,52000,44000,25500,67000,66500,52750,0.186,0.192,0.25,2560,34250,48250,37000,1615,22680,12210,16245,10310,35450,19945
,3,,2004,2004,0,229,29500,25250,14000,39250,38500,29000,0.095,0.218,0.346,2495,25000,31000,22250,1585,20750,13345,15695,11870,38255,25535
,3,,2004,2005,1,229,33750,30000,17250,44500,43500,34000,0.095,0.189,0.294,2495,27750,35750,25250,1585,20360,12830,15315,11375,37125,24590
,3,,2004,2006,2,229,37250,32750,19500,48750,48250,38000,0.101,0.172,0.265,2495,30000,39250,27750,1585,20420,12775,15315,11260,36540,23675
,3,,2004,2007,3,229,39250,34750,20500,51500,51500,41250,0.104,0.17,0.252,2495,31750,41250,29250,1585,20215,12515,15090,10955,35835,23135
,3,,2004,2008,4,229,42500,37750,21750,55250,55750,44750,0.12,0.158,0.238,2495,33250,44000,31000,1585,20625,12540,15325,11010,35785,23255
,3,,2004,2009,5,229,42750,37500,21750,55750,55500,44750,0.139,0.171,0.253,2495,33000,43750,30000,1585,20660,12155,15265,10745,35125,22950
,3,,2004,2010,6,229,44500,38250,22250,58000,58500,46250,0.152,0.169,0.247,2495,33000,44750,30750,1585,20700,11780,15225,10425,34825,21985
,3,,2004,2011,7,229,45750,38750,22500,59500,60500,47750,0.158,0.172,0.25,2495,33250,45250,32000,1585,20560,11305,15055,9925,34145,21210
,3,,2004,2012,8,229,47500,40000,23000,61500,62750,50000,0.164,0.172,0.244,2495,33750,46500,33000,1585,20760,11300,15100,9720,34025,20425
,3,,2004,2013,9,229,49000,41000,23750,63250,64500,50500,0.17,0.182,0.247,2495,34500,47750,33750,1585,21345,11600,15425,9835,34485,20590
,3,,2004,2014,10,229,51250,42500,25000,65750,64500,51000,0.187,0.192,0.257,2495,35250,49250,34500,1585,22125,12170,15905,10185,35280,20890
,3,,2005,2005,0,268,29000,24500,13750,39250,39250,28500,0.093,0.225,0.352,2570,22000,30500,21750,1680,21435,14115,16050,12455,36920,25235
,3,,2005,2006,1,268,34500,30500,17250,45750,45500,35250,0.089,0.182,0.289,2570,25500,37000,25500,1680,21435,14145,15980,12390,36265,24465
,3,,2005,2007,2,268,37250,33250,19750,49250,49250,38500,0.096,0.171,0.261,2570,27750,39250,27250,1680,21100,13665,15695,12190,35060,23205
,3,,2005,2008,3,268,40750,36500,21500,53000,53250,42250,0.106,0.16,0.243,2570,30500,42750,29500,1680,21425,13635,15865,12085,35185,22860
,3,,2005,2009,4,268,41250,36500,21250,54000,53750,42750,0.133,0.173,0.256,2570,29500,42000,28750,1680,21290,13180,15665,11645,34845,22505
,3,,2005,2010,5,268,42500,37500,21500,55500,56250,44250,0.144,0.174,0.253,2570,30500,43000,29250,1680,21345,12800,15630,11265,34295,21860
,3,,2005,2011,6,268,44000,38250,22250,57000,58500,45750,0.154,0.173,0.248,2570,31000,43750,30000,1680,21265,12275,15460,10720,33830,21365
,3,,2005,2012,7,268,45750,39000,22750,59000,61000,47500,0.154,0.173,0.246,2570,32750,45250,31250,1680,21285,11975,15400,10350,33390,20710
,3,,2005,2013,8,268,47000,40750,23500,60750,63500,49250,0.156,0.168,0.241,2570,32750,46500,32250,1680,21590,12130,15505,10200,33465,20345
,3,,2005,2014,9,268,49250,42000,24500,63250,63500,49500,0.169,0.184,0.25,2570,34750,48000,33000,1680,22115,12315,15790,10255,33685,19670
,3,,2006,2006,0,284,29500,24750,13500,40000,39750,29250,0.087,0.229,0.353,2870,24750,31250,21750,1930,22460,14980,16590,12760,38935,28180
,3,,2006,2007,1,284,34500,30500,17000,46000,45500,35250,0.091,0.185,0.289,2870,28000,36750,24750,1930,22150,14710,16345,12570,37545,27170
,3,,2006,2008,2,284,38250,34000,19500,50500,49500,39250,0.099,0.171,0.26,2870,29750,40500,27000,1930,22650,14740,16635,12685,37920,26945
,3,,2006,2009,3,284,39000,34750,19750,51500,50000,40250,0.123,0.177,0.27,2870,29500,40750,26250,1930,22535,14260,16460,12370,37445,26375
,3,,2006,2010,4,284,40250,35500,20000,53500,52250,42250,0.133,0.173,0.262,2870,30000,41500,27250,1930,22575,13835,16425,12110,37120,25365
,3,,2006,2011,5,284,41750,36750,21000,55250,54500,43750,0.146,0.178,0.26,2870,30750,42250,27750,1930,22615,13460,16340,11680,36685,24620
,3,,2006,2012,6,284,43750,38250,21750,57000,57000,45250,0.152,0.174,0.26,2870,31750,43750,29250,1930,22825,13240,16405,11390,36645,23955
,3,,2006,2013,7,284,45750,39500,22500,59250,59500,46250,0.157,0.18,0.256,2870,32250,45250,30500,1930,23195,13335,16540,11190,37045,23935
,3,,2006,2014,8,284,47750,41000,23750,62500,60250,47500,0.168,0.189,0.257,2870,33250,46500,31500,1930,23675,13385,16815,11190,37060,23570
,3,,2007,2007,0,267,29750,25500,14250,40500,39000,28500,0.098,0.229,0.359,3005,24750,32000,21000,2005,21965,14405,16600,12570,37590,28555
,3,,2007,2008,1,267,34750,30250,17250,46500,44500,34250,0.101,0.189,0.302,3005,28000,37500,23750,2005,22340,14320,16870,12640,37860,28365
,3,,2007,2009,2,267,36000,31500,17750,48250,45750,35250,0.129,0.2,0.302,3005,28250,37750,23500,2005,22240,14010,16725,12415,37370,27780
,3,,2007,2010,3,267,37500,32750,18500,50000,48000,37250,0.138,0.194,0.291,3005,28750,39000,24500,2005,22435,13870,16770,12270,37580,27310
,3,,2007,2011,4,267,38750,33500,19500,51250,50000,38750,0.143,0.198,0.286,3005,29750,40000,25500,2005,22525,13485,16775,12045,36990,26470
,3,,2007,2012,5,267,40750,35000,20000,53750,52500,40500,0.143,0.196,0.282,3005,30500,41750,26750,2005,22785,13155,16920,11845,36900,26295
,3,,2007,2013,6,267,42500,36750,21000,55500,55000,42500,0.15,0.192,0.275,3005,30750,43500,27500,2005,23225,13065,17145,11515,37325,26100
,3,,2007,2014,7,267,44500,38500,22250,58250,55500,43500,0.167,0.202,0.277,3005,32500,44500,28750,2005,23790,13195,17535,11520,37550,26090
,3,,2008,2008,0,271,30750,26000,14500,41750,39750,29750,0.095,0.217,0.347,3140,24750,33250,21250,2070,22645,14720,16825,12630,41615,30830
,3,,2008,2009,1,271,33000,28250,15750,44250,42000,31750,0.111,0.21,0.327,3140,26000,35000,22250,2070,22520,14190,16665,12470,41395,30015
,3,,2008,2010,2,271,34750,30000,17000,46500,44500,34000,0.123,0.192,0.3,3140,27250,36250,23250,2070,22600,13605,16675,12160,41180,29025
,3,,2008,2011,3,271,36750,31750,18500,48750,47000,35750,0.132,0.189,0.288,3140,27750,38000,24750,2070,22475,13090,16535,11670,40675,27975
,3,,2008,2012,4,271,38750,33500,19500,50750,50000,38000,0.134,0.189,0.282,3140,28500,39500,26500,2070,22730,12710,16630,11275,41105,27420
,3,,2008,2013,5,271,40750,35000,20500,52750,52500,40000,0.139,0.183,0.276,3140,29250,41250,27500,2070,23110,12375,16840,10980,41310,27585
,3,,2008,2014,6,271,43000,36750,21750,55500,53500,41500,0.155,0.196,0.274,3140,30250,42500,29000,2070,23705,12260,17170,10900,42160,28550
,3,,2009,2009,0,322,29500,23750,12500,40500,39000,28000,0.124,0.252,0.387,3130,22750,30750,19000,2025,23300,14875,16915,12710,41295,30485
,3,,2009,2010,1,322,32750,27250,15000,44500,42250,31250,0.122,0.218,0.34,3130,25750,34000,21500,2025,23360,14455,16910,12570,41410,30125
,3,,2009,2011,2,322,34750,29500,16750,46750,44750,33250,0.124,0.203,0.314,3130,27250,35750,23000,2025,23205,13665,16765,12080,40960,29290
,3,,2009,2012,3,322,37000,31750,18250,49000,47500,36000,0.129,0.195,0.294,3130,28500,37750,24500,2025,23340,13210,16790,11570,41250,28735
,3,,2009,2013,4,322,39000,33250,19250,51000,50500,38250,0.132,0.188,0.283,3130,28500,39500,25750,2025,23535,12585,16875,11120,41485,29040
,3,,2009,2014,5,322,41500,35500,20500,53750,52250,40250,0.144,0.192,0.275,3130,30500,41250,27250,2025,24025,12270,17195,10910,41995,29385
,3,,2010,2010,0,333,28500,23000,12250,38500,37500,26500,0.128,0.258,0.401,3595,22500,29500,18500,2370,26700,17475,19240,15130,46935,33545
,3,,2010,2011,1,333,32000,27000,15000,43000,40750,30250,0.125,0.224,0.355,3595,25500,33250,20750,2370,26625,16750,19130,14690,47035,32430
,3,,2010,2012,2,333,34500,29500,16500,46000,43750,33000,0.125,0.21,0.326,3595,27500,35750,22750,2370,26820,16010,19215,14195,47575,32495
,3,,2010,2013,3,333,36750,31500,18000,48500,46750,35250,0.126,0.199,0.306,3595,29000,37750,24250,2370,26930,15335,19240,13570,47930,32215
,3,,2010,2014,4,333,39250,33750,19500,51500,49000,37500,0.139,0.203,0.295,3595,30750,39750,25500,2370,27450,14965,19510,13195,48855,32670
