fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,rep_tot,rep_ug,rep_gr,mn_rep_tot_bal,mn_rep_undergrad_l,mn_rep_grad_l,md_rep_tot_bal,md_rep_undergrad_l,md_rep_grad_l,rep_tot_bal,rep_undergrad_l,rep_grad_l,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,md_par_fam_inc,cpi_adj
1972,,,1,22,21,1,0,0,29,28,2,0,1340,1190,1315,1155,1725,1335,,,1335,1335,2405,2670,2550,2670,4.5,0,4,4,0,1035,1005,1460,855,855,870,5,5,0,,,,,,,,,,,,,,,0.224633
1973,,,1,29,29,1,0,0,41,38,2,0,1375,1245,1345,1230,1765,1335,,,1335,1335,2500,2670,2610,2670,4.59,0,9,9,0,1085,1070,1365,880,875,1065,10,10,0,,,,,,,,,,,,,,,0.24199
1974,,,1,39,38,1,1,0,55,52,3,0,1410,1255,1375,1250,1835,1335,,,1560,1500,2225,2590,2500,4005,4.73,0,15,15,1,1150,1130,1310,1020,1015,930,15,15,0,,,,,,,,,,,,,,,0.269745
1975,,,1,51,50,1,1,0,75,72,4,0,1475,1305,1440,1300,1995,1535,,,1780,1760,2395,2560,2450,3980,5.02,0,21,20,1,1180,1165,1285,1065,1060,1045,25,25,0,,,,,,,,,,,,,,,0.287627
1976,,,1,64,63,2,1,0,98,93,5,0,1525,1330,1480,1325,2060,1490,,,1780,1780,2225,2635,2490,4450,5.1,0,28,27,1,1255,1240,1390,1145,1145,970,35,35,0,,,,,,,,,,,,,,,0.302189
1977,,,1,85,83,2,1,0,137,129,7,0,1605,1335,1550,1335,2355,1780,,,1780,1780,2595,2670,2670,4560,5.03,0,38,37,1,1285,1265,1455,1180,1180,980,50,45,0,,,,,,,,,,,,,,,0.322139
1978,,,1,115,112,3,2,0,197,185,11,0,1710,1335,1650,1335,2630,1780,,,2135,2045,3380,2860,2670,5340,5.05,0,52,50,2,1340,1320,1585,1200,1200,1115,70,65,5,,,,,,,,,,,,,,,0.346492
1979,,,1,158,155,3,3,0,291,275,16,0,1845,1515,1775,1505,2780,1945,,,2225,2225,3560,3070,2860,6230,5.02,0,68,67,2,1425,1400,1935,1230,1230,1280,95,95,5,,,,,,,,,,,,,,,0.381639
1980,,,1,236,231,5,4,0,462,437,25,0,1960,1780,1895,1770,2985,2225,,,2225,2225,4450,3200,2980,5785,4.86,0,91,90,3,1550,1510,2125,1320,1320,1545,140,135,5,,,,,,,,,,,,,,,0.42186
1981,,,1,363,356,7,5,0,773,731,41,0,2130,2120,2055,2100,3280,2225,2745,2630,2225,2225,4450,3550,3275,8010,4.7,0,131,129,4,1655,1615,2305,1500,1500,1640,215,210,10,,,,,,,,,,,,,,,0.452594
1982,,,1,524,513,9,7,1,1145,1087,56,3,2185,2180,2115,2170,3425,2225,2270,2460,2225,2225,4450,3505,3335,7875,4.63,0,214,210,7,1825,1785,2430,1760,1745,1965,390,375,15,,,,,,,,,,,,,,,0.474364
1983,,,1,748,733,11,8,4,1669,1592,69,8,2230,2205,2170,2200,3645,2225,2290,2495,2225,2225,4290,3470,3340,8900,4.5,0,333,327,10,1985,1945,2665,1965,1960,2035,660,635,25,,,,,,,,,,,,,,,0.491878
1984,,,1,1039,1017,13,8,9,2362,2263,78,21,2275,2225,2225,2225,3615,2225,2320,2450,2225,2225,3990,3500,3380,8850,4.4,0,477,469,12,2075,2035,2870,2010,2005,2085,990,955,35,,,,,,,,,,,,,,,0.509814
1985,,,1,1442,1411,15,9,16,3322,3197,89,36,2305,2225,2265,2225,3635,2225,2325,2405,2225,2225,3820,3485,3395,8860,4.23,0,675,667,14,2140,2100,3075,2045,2045,2095,1445,1400,45,,,,,,,,,,,,,,,0.528431
1986,,,1,1933,1891,17,10,25,4475,4320,97,58,2315,2225,2285,2225,3570,2225,2325,2355,2225,2225,3500,3415,3345,8305,4.03,0,940,930,16,2190,2155,3335,2075,2070,2150,2060,2005,55,,,,,,,,,,,,,,,0.536539
1987,,,1,2522,2467,18,11,37,6044,5851,105,88,2395,2225,2370,2225,3595,2225,2390,2335,2500,2500,3600,3850,3825,7870,3.83,0,1279,1267,19,2215,2190,3315,2080,2080,2190,2835,2770,65,,,,,,,,,,,,,,,0.556903
1988,,,1,3186,3108,20,12,60,8257,7992,119,146,2590,2310,2570,2305,3725,2335,2455,2290,2690,2690,3730,4465,4450,7605,3.64,0,1830,1817,21,2320,2295,3495,2115,2115,2235,4240,4165,75,,,,,,,,,,,,,,,0.580705
1989,,,1,3768,3661,20,13,89,10379,10026,131,222,2755,2335,2740,2335,3905,2335,2495,2270,3140,3100,4055,4920,4910,7595,3.49,0,2365,2350,24,2485,2465,3505,2210,2205,2325,5880,5795,85,,,,,,,,,,,,,,,0.60299
1990,,,1,4140,4009,21,13,115,11806,11367,147,292,2850,2445,2835,2430,4250,2585,2550,2455,3275,3250,4410,5240,5230,8920,3.43,0,2861,2845,26,2690,2675,3600,2280,2280,2500,7700,7605,95,,,,,,,,,,,,,,,0.631967
1991,,,1,4321,4173,22,14,134,12745,12235,160,350,2950,2570,2930,2570,4500,2625,2620,2525,3400,3400,4525,5390,5380,9320,3.41,0,3155,3137,27,2815,2800,3690,2500,2500,2605,8880,8780,100,,,,,,,,,,,,,,,0.648323
1992,,,1,4365,4205,22,14,146,13312,12750,174,388,3050,2610,3030,2610,4765,2665,2655,2485,3575,3590,4850,5590,5575,9835,3.4,0,3288,3270,29,2930,2910,3960,2555,2550,2625,9635,9520,115,,,,,,,,,,,,,,,0.665147
1993,,,1,4275,4109,23,14,153,13917,13295,192,429,3255,2625,3235,2625,5315,2755,2815,2490,3900,3900,5050,6015,6000,11275,3.42,0,3295,3275,29,3150,3130,4345,2625,2625,2700,10385,10255,125,,,,,,,,,,,,,,,0.679709
1994,,,1,4227,4056,23,14,158,14352,13641,227,485,3395,2650,3365,2650,6235,2925,3070,2480,4065,4055,5700,6365,6325,15000,3.43,0,3277,3257,29,3240,3215,4835,2650,2650,2775,10610,10470,140,,,,,,,,,,,,,,,0.694281
1995,,,1,4145,3970,22,14,163,14779,13972,264,543,3565,2690,3520,2685,7255,3175,3335,2525,4285,4265,6635,6755,6715,18435,3.45,0,3214,3195,29,3350,3325,5285,2675,2675,2835,10770,10620,150,24995,0.28,0.69,0.57,55739,0.18,0.12,0.04,16775,12655,33155,16765,0,22690,0.707602
1996,,,1,4077,3900,23,14,165,15503,14586,315,602,3805,2780,3740,2775,8460,3600,3645,2800,4565,4530,7950,7160,7090,21250,3.48,0,3152,3132,29,3540,3505,5875,2740,2735,3070,11150,10980,170,25435,0.29,0.7,0.57,55335.7,0.18,0.12,0.04,16560,12425,32275,16530,15500,24405,0.724261
1997,,,1,4000,3823,23,16,166,16222,15174,379,669,4055,2835,3970,2825,9780,3960,4040,3040,4905,4850,9270,7620,7515,24165,3.51,0,3084,3064,29,3730,3690,6580,2810,2805,3315,11500,11305,190,25680,0.3,0.69,0.57,55434.1,0.18,0.12,0.04,16805,12735,31800,16760,14425,28430,0.732323
1998,,,1,3983,3804,23,18,168,18178,16956,461,761,4565,3335,4460,3320,11065,4480,4520,3455,5590,5540,10630,9065,8965,27480,3.55,0,3060,3040,30,4280,4230,7845,3280,3270,3750,13100,12865,235,25945,0.31,0.69,0.57,55273.9,0.18,0.12,0.04,17120,13065,30970,17055,24920,30945,0.738253
1999,,,1,3867,3679,23,20,177,19518,18077,551,891,5050,3570,4915,3545,12735,5080,5040,3800,6225,6165,12910,10275,10170,35600,3.59,0,2935,2915,31,4770,4695,10080,3530,3520,4155,14000,13690,310,26190,0.32,0.68,0.57,55482.5,0.18,0.12,0.04,17555,13410,31315,17490,31030,31585,0.753413
2000,,,1,3771,3572,23,22,188,20317,18635,645,1036,5390,3760,5215,3725,14430,5750,5520,4020,6655,6615,16515,11000,10865,38250,3.63,0,2824,2805,31,5055,4960,11320,3690,3680,4430,14275,13920,355,26790,0.32,0.67,0.57,55699.9,0.17,0.12,0.04,18010,13810,31545,17965,19930,28315,0.77168
2001,,,1,3720,3510,23,24,200,21480,19524,755,1201,5775,3965,5560,3925,15865,6235,6010,4325,6940,6870,18370,11805,11645,41670,3.66,0,2743,2724,32,5400,5290,12775,3875,3865,4735,14820,14415,405,27450,0.34,0.66,0.58,55667.3,0.17,0.12,0.04,18560,14090,32230,18520,14815,28315,0.779909
2002,,,1,3738,3515,23,28,216,23126,20828,901,1397,6185,4190,5925,4135,17540,7480,6475,4585,7315,7200,19715,12690,12490,43980,3.71,0,2700,2681,34,5755,5615,14620,4045,4035,5115,15545,15055,490,28250,0.35,0.66,0.58,55801.4,0.17,0.12,0.04,18905,14120,32930,18865,17585,28855,0.796383
2003,,,1,3833,3586,23,33,242,25204,22411,1060,1733,6575,4390,6250,4335,18785,8270,7150,4795,7650,7505,23060,13505,13215,45505,3.76,0,2706,2687,36,6080,5905,16085,4205,4195,5480,16455,15870,585,28560,0.35,0.66,0.58,55737.6,0.17,0.12,0.04,19000,13985,33040,18955,20880,27515,0.811654
2004,,,1,3987,3709,23,37,275,27931,24427,1243,2261,7005,4595,6585,4520,20560,9325,8215,5220,8100,7855,27060,14305,13985,49405,3.78,0,2755,2736,39,6395,6190,17525,4355,4345,6205,17625,16935,690,28680,0.36,0.66,0.59,55651.6,0.17,0.12,0.04,19005,13800,32865,18955,21830,28180,0.834702
2005,,,1,4144,3833,23,43,312,30577,26638,1450,2490,7380,4845,6950,4770,22070,10540,7985,5385,8565,8305,29460,15005,14535,52880,3.82,0,2837,2819,42,6735,6500,18995,4580,4570,6780,19110,18315,795,28895,0.37,0.66,0.58,55634,0.18,0.12,0.04,19030,13610,32950,18980,25725,26895,0.858669
2006,,,1,4297,3969,22,49,333,33868,29225,1705,2939,7880,5150,7365,5055,23980,12625,8815,5885,9110,8825,31815,16040,15440,56830,3.85,0,2952,2934,45,7145,6865,21005,4820,4810,8260,21085,20140,945,28745,0.38,0.67,0.58,55453.9,0.18,0.12,0.04,18735,13240,32640,18685,25800,27645,0.876992
2007,,,1,4449,4106,22,56,352,37622,32214,2024,3384,8455,5470,7845,5365,25985,14330,9605,6325,9705,9380,34755,17200,16485,60140,3.88,0,3064,3046,48,7570,7255,22830,5105,5090,10105,23200,22095,1105,28545,0.39,0.67,0.58,55361.2,0.18,0.12,0.04,18520,12955,32270,18480,25920,27720,0.906824
2008,,,1,4631,4274,22,63,369,42067,35908,2428,3731,9085,5860,8400,5750,28795,17285,10115,6620,10345,10005,38215,18465,17625,68440,3.9,0,3190,3173,52,7985,7620,25025,5355,5335,11700,25470,24170,1295,28295,0.39,0.67,0.58,55268.4,0.18,0.12,0.04,18275,12640,31690,18235,25690,26970,0.910217
2009,,,1,4952,4571,22,71,397,48433,41400,2916,4116,9780,6310,9055,6225,31230,19920,10355,6660,11025,10680,41570,19935,19055,74220,3.92,0,3374,3356,57,8495,8070,27720,5680,5660,14580,28665,27080,1580,28000,0.39,0.67,0.58,55134.5,0.18,0.12,0.04,17900,12300,31035,17875,24505,26365,0.929017
2010,,,1,5303,4886,23,80,443,55950,47823,3462,4662,10550,6810,9790,6750,33830,21675,10535,6620,11915,11630,44700,21445,20625,78615,3.95,0,3606,3589,62,9100,8615,30370,6090,6065,16650,32815,30925,1895,27770,0.39,0.67,0.58,55089.1,0.18,0.12,0.04,17665,12085,30340,17625,23665,25415,0.941916
2011,,,1,5599,5143,23,89,493,65272,55730,4092,5446,11660,7685,10835,7675,36585,24130,11040,6810,13195,12925,48640,24055,23005,85150,3.98,0,3931,3913,70,10155,9605,33135,7020,6995,19125,39915,37580,2335,27405,0.4,0.67,0.58,55120.1,0.18,0.12,0.04,17430,11770,29800,17395,22215,23690,0.965479
2012,,,1,5836,5372,23,98,507,73354,62508,4765,6075,12570,8185,11635,8170,39550,27040,11995,7205,14190,13895,52460,26305,25095,90640,3.98,0,4302,4283,80,11035,10405,36580,7570,7535,22440,47470,44565,2910,27035,0.4,0.67,0.58,55087.2,0.18,0.12,0.04,17150,11475,29235,17120,21830,22860,0.980216
2013,,,1,5947,5485,23,106,508,80106,68108,5428,6565,13470,8605,12420,8595,42015,28840,12925,7475,15130,14830,55585,28635,27220,96985,4.01,0,4587,4568,88,12005,11295,39485,8070,8035,25610,55065,51595,3465,26795,0.41,0.67,0.58,55050.5,0.18,0.12,0.04,16970,11250,28775,16945,21960,22510,0.992323
2014,,,1,6064,5603,23,115,510,86636,73429,6171,7030,14285,8965,13105,8955,44680,31395,13790,7615,15950,15605,59055,30800,29260,101765,4.01,0,4870,4851,99,13030,12215,42440,8495,8455,28270,63470,59250,4215,26555,0.41,0.68,0.58,55002.4,0.18,0.12,0.04,16830,11030,28380,16805,21760,21565,1
1970,,,2,2,2,0,0,0,2,2,0,0,1200,890,1205,890,890,890,,,1335,1335,890,2625,2625,890,2.7,0,0,0,0,1505,1505,,860,860,,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,,2,3,3,0,0,0,5,5,0,0,1415,1335,1420,1335,815,890,,,1780,1780,920,2670,2670,920,3.05,0,0,0,0,1220,1220,,865,865,,0,0,0,,,,,,,,,,,,,,,0.217343
1972,,,2,4,4,0,0,0,7,7,0,0,1560,1335,1565,1335,835,920,,,2100,2130,950,2670,2670,950,3.35,0,1,1,0,1165,1180,935,900,885,935,0,0,0,,,,,,,,,,,,,,,0.224633
1973,,,2,6,6,0,0,0,9,9,0,0,1560,1335,1565,1335,930,920,,,1945,2005,1335,2670,2670,1335,3.43,0,2,2,0,1245,1250,920,1000,1000,920,5,5,0,,,,,,,,,,,,,,,0.24199
1974,,,2,8,8,0,0,0,13,13,0,0,1660,1335,1660,1335,1310,950,,,2225,2225,1335,2670,2670,3560,4.01,0,3,3,0,1360,1370,950,1215,1215,950,5,5,0,,,,,,,,,,,,,,,0.269745
1975,,,2,10,9,0,0,0,17,17,0,0,1805,1335,1805,1335,1625,1315,,,2380,2380,2115,3560,3560,3560,4.09,0,4,4,0,1470,1475,980,1205,1225,980,5,5,0,,,,,,,,,,,,,,,0.287627
1976,,,2,12,12,0,0,0,22,21,1,0,1860,1430,1850,1415,2005,1335,,,2315,2305,2670,3560,3560,4000,4.32,0,4,4,0,1485,1480,1785,1205,1205,1195,5,5,0,,,,,,,,,,,,,,,0.302189
1977,,,2,16,16,0,0,0,32,31,1,0,1985,1685,1955,1675,2315,1945,,,2315,2275,2650,3560,3560,4000,4.69,0,6,6,0,1570,1560,1755,1270,1270,1280,10,10,0,,,,,,,,,,,,,,,0.322139
1978,,,2,24,23,0,0,0,50,49,2,0,2145,1915,2105,1930,2450,1810,,,2225,2225,3500,4005,4005,6050,4.92,1,8,8,0,1665,1655,1545,1305,1305,1250,15,15,0,,,,,,,,,,,,,,,0.346492
1979,,,2,37,37,1,1,0,87,84,3,0,2325,2200,2285,2185,2300,1905,,,2640,2535,2635,4450,4450,4450,5.36,1,12,12,0,1860,1830,2360,1540,1540,1765,20,20,0,,,,,,,,,,,,,,,0.381639
1980,,,2,63,62,2,1,0,156,150,7,0,2465,2225,2420,2225,2605,2225,,,2670,2580,3560,4450,4450,4450,5.41,1,17,17,0,1980,1950,2040,1750,1750,1735,35,35,0,,,,,,,,,,,,,,,0.42186
1981,,,2,98,96,3,2,0,271,255,16,0,2755,2225,2660,2225,3695,3115,2625,2625,3560,3380,4450,4450,4450,8900,5.33,1,27,26,1,2110,2075,2040,1935,1930,1755,55,55,0,,,,,,,,,,,,,,,0.452594
1982,,,2,137,134,3,2,0,388,365,23,1,2830,2225,2730,2225,4150,3940,2180,2605,3740,3560,4450,4450,4450,8900,5.15,1,44,43,2,2335,2295,2340,2065,2055,1995,105,100,5,,,,,,,,,,,,,,,0.474364
1983,,,2,192,186,4,2,2,566,530,32,4,2940,2225,2845,2225,4775,4080,2220,2525,4010,3915,5980,4895,4605,8900,5.03,1,70,68,3,2620,2530,3555,2130,2125,2500,185,175,10,,,,,,,,,,,,,,,0.491878
1984,,,2,259,248,6,3,5,789,731,47,11,3045,2225,2945,2225,5055,4180,2435,2530,4060,4000,6485,5305,5000,11720,4.92,1,101,99,4,2700,2615,3800,2155,2145,3095,275,260,15,,,,,,,,,,,,,,,0.509814
1985,,,2,330,314,8,4,8,1037,952,64,20,3145,2225,3035,2225,5660,4420,2550,2485,4210,4110,7460,5875,5540,13010,4.9,1,143,140,5,2840,2745,4375,2175,2165,3470,405,385,25,,,,,,,,,,,,,,,0.528431
1986,,,2,398,377,9,4,13,1273,1163,77,33,3195,2225,3090,2225,5885,4355,2595,2495,4260,4210,7605,6045,5835,13350,4.84,1,190,186,7,2940,2850,4490,2195,2185,3530,560,530,30,,,,,,,,,,,,,,,0.536539
1987,,,2,471,441,10,4,20,1550,1404,89,56,3290,2335,3180,2335,6385,4225,2790,2490,4300,4260,8125,6265,6075,14720,4.78,1,242,236,8,3050,2940,5265,2225,2205,3545,735,695,45,,,,,,,,,,,,,,,0.556903
1988,,,2,547,505,11,5,31,1916,1718,105,93,3505,2500,3400,2405,6755,4205,3005,2685,4455,4450,8140,6675,6495,15575,4.73,1,294,287,10,3155,3035,5585,2365,2325,3580,925,870,55,0,0,1,,65593,0.24,0.1,0.05,0,0,,0,,,0.580705
1989,,,2,619,565,12,5,43,2297,2035,126,136,3715,2625,3605,2565,7370,4375,3160,3070,4670,4670,8900,7120,7010,15810,4.62,1,342,334,12,3345,3210,6300,2500,2500,3550,1145,1070,70,20720,0,0.5,,67656,0.12,0.08,0.04,20720,20720,,20720,,,0.60299
1990,,,2,688,622,13,6,55,2692,2371,141,180,3910,2690,3810,2630,7765,4485,3285,3070,4960,4960,9510,7690,7600,18175,4.54,1,388,379,13,3535,3395,6660,2605,2565,3580,1375,1285,85,20720,0,0.5,,67656,0.12,0.08,0.04,20720,20720,,20720,,,0.631967
1991,,,2,748,669,14,6,67,3157,2767,161,229,4220,2785,4135,2690,8025,4655,3405,3090,5250,5250,9370,8375,8290,21050,4.47,1,427,417,14,3775,3640,6740,2645,2625,3680,1610,1515,95,20720,0,0.5,,67656,0.12,0.08,0.04,20720,20720,,20720,,,0.648323
1992,,,2,802,710,15,6,80,3607,3143,182,281,4495,2950,4425,2825,8635,4865,3495,3095,5440,5410,11465,9215,9225,22850,4.38,1,457,447,14,4145,4020,6955,2695,2680,3725,1895,1795,100,20720,0,0.5,,67656,0.12,0.08,0.04,20720,20720,,20720,,,0.665147
1993,,,2,843,740,17,7,90,4097,3535,224,337,4860,3260,4780,3225,9600,5670,3755,3125,6125,6125,12120,10180,10185,23645,4.34,1,483,472,15,4450,4320,7405,2880,2835,3960,2145,2040,110,21735,0,0.67,1,63577,0.09,0.07,0.05,23760,23760,,23760,,,0.679709
1994,,,2,891,779,19,7,98,4775,4069,309,398,5355,3600,5225,3555,11870,6965,4075,3355,6640,6640,16785,11580,11520,30315,4.31,1,512,501,15,4780,4625,8505,3105,3035,4480,2445,2315,130,27345,0,0.67,1,70019.3,0.04,0.04,0.04,23760,23760,,23760,,,0.694281
1995,,,2,931,810,21,9,104,5494,4625,413,457,5900,3930,5705,3905,14060,8140,4410,3450,7155,7125,18685,13005,12830,37210,4.28,1,536,524,17,5215,5035,9415,3425,3365,4955,2795,2640,155,35015,0.36,0.54,0.51,60011.4,0.11,0.09,0.04,25685,18965,42935,25555,34620,25290,0.707602
1996,,,2,972,843,23,10,109,6335,5262,542,531,6520,4295,6240,4275,16700,9900,4875,3770,7960,7885,21180,14410,14100,39445,4.29,1,555,542,18,5815,5575,11390,3855,3780,5880,3225,3020,205,35165,0.38,0.53,0.5,60844.1,0.11,0.09,0.04,25510,19380,41830,25325,32840,32770,0.724261
1997,,,2,1020,886,25,11,113,7289,5978,698,613,7145,4740,6750,4725,19165,11520,5405,4040,8865,8720,24625,15395,14885,48655,4.26,1,576,562,20,6400,6090,13485,4225,4150,7050,3685,3420,265,35945,0.38,0.52,0.49,61465.8,0.11,0.09,0.04,26090,19990,41355,25865,34950,35010,0.732323
1998,,,2,1098,955,28,13,120,8743,7177,854,712,7965,5040,7515,5000,20810,11840,5955,4295,9985,9870,26065,17675,17125,54230,4.26,1,616,600,23,7655,7195,17590,4845,4735,9190,4715,4315,400,36325,0.38,0.52,0.49,61130.9,0.11,0.09,0.04,26415,20505,41350,26230,35670,34690,0.738253
1999,,,2,1179,1023,31,15,130,10152,8256,1042,854,8615,5515,8070,5430,22460,14140,6585,4715,10785,10640,28095,18900,18290,57955,4.22,1,651,633,26,8450,7850,20640,5280,5165,11285,5505,4970,530,36985,0.38,0.51,0.49,60060.1,0.13,0.09,0.04,26595,20780,41220,26425,36320,35195,0.753413
2000,,,2,1257,1087,34,17,142,11693,9414,1250,1029,9300,6010,8655,5900,24310,15890,7275,5205,11810,11545,31425,20425,19565,59385,4.19,1,687,667,30,9230,8480,23330,5775,5620,12895,6340,5655,690,38200,0.39,0.5,0.49,60460.3,0.13,0.09,0.04,27355,21625,41350,27155,38000,38195,0.77168
2001,,,2,1359,1170,39,20,156,13546,10793,1504,1250,9965,6410,9220,6225,25540,17140,8020,5750,12770,12380,32700,21905,20920,63110,4.13,1,723,700,34,10010,9140,25055,6230,6035,14415,7240,6400,845,39415,0.39,0.49,0.49,60214.6,0.13,0.09,0.04,28085,22350,41945,27815,40190,37600,0.779909
2002,,,2,1486,1278,46,24,169,15801,12513,1809,1480,10630,6685,9790,6630,25860,17725,8755,6145,13735,13325,32220,23260,22135,58820,4.08,1,775,750,38,10715,9725,26630,6605,6385,16010,8310,7295,1015,40535,0.39,0.49,0.5,60289.8,0.13,0.09,0.04,28850,23070,42190,28420,43885,39385,0.796383
2003,,,2,1647,1418,57,29,181,18467,14485,2214,1768,11210,6845,10220,6680,25690,18225,9745,6585,14420,14025,32765,24800,23170,56565,4.02,2,844,814,44,11300,10185,28000,6885,6650,17290,9535,8290,1245,40840,0.39,0.51,0.5,60104.7,0.14,0.09,0.04,29060,23600,41220,28535,45200,39460,0.811654
2004,,,2,1852,1594,69,36,199,21932,16953,2750,2230,11840,7160,10635,6795,26225,18585,11200,7150,15255,14405,33690,26385,24255,55630,3.93,2,929,894,52,11845,10640,28610,7070,6845,18345,11005,9510,1495,41165,0.38,0.52,0.5,59888.3,0.14,0.09,0.04,29230,24165,40570,28605,46825,39405,0.834702
2005,,,2,2076,1786,83,44,220,25785,19848,3430,2507,12420,7545,11110,7060,27150,18780,11400,7540,16190,15105,35560,27950,25260,56515,3.83,2,1046,1003,65,12460,11090,29250,7345,7035,19195,13035,11125,1905,41050,0.38,0.54,0.51,59514.3,0.14,0.09,0.04,29050,24150,40200,28330,46760,40425,0.858669
2006,,,2,2300,1993,94,53,229,30507,23385,4226,2896,13265,8065,11735,7520,28775,20885,12635,8260,17480,16165,37230,30260,26930,61395,3.75,2,1186,1134,80,13195,11705,29710,7805,7415,21245,15645,13275,2370,40355,0.37,0.55,0.51,59086.6,0.15,0.1,0.04,28445,23755,39255,27740,45605,40780,0.876992
2007,,,2,2560,2234,105,65,239,35881,27442,5163,3275,14015,8470,12285,7820,30390,22350,13690,8850,18420,16995,38210,32260,28530,66220,3.64,2,1331,1271,95,13840,12255,30140,8220,7785,22950,18425,15575,2855,39630,0.37,0.56,0.51,58763.8,0.15,0.1,0.04,27765,23355,38195,27070,45045,40265,0.906824
2008,,,2,2892,2545,117,78,250,42999,33042,6311,3645,14870,9280,12980,8605,32400,23980,14560,9350,19435,18010,40445,34040,29945,69505,3.51,2,1503,1435,109,14390,12710,30980,8550,8070,23975,21630,18240,3385,38765,0.36,0.58,0.51,58380.2,0.15,0.1,0.04,26890,22660,37180,26230,43985,40775,0.910217
2009,,,2,3358,2980,132,95,271,53152,41299,7730,4121,15825,9745,13860,9590,34085,25110,15215,9515,20595,19335,42490,35980,31765,72870,3.33,2,1736,1658,129,14820,13020,32170,8745,8275,24510,25725,21585,4140,37530,0.35,0.58,0.52,57935.2,0.15,0.1,0.04,25645,21555,35855,25015,42775,40265,0.929017
2010,,,2,3824,3408,147,114,300,64682,50571,9361,4745,16915,10355,14840,9935,35765,25980,15815,9490,21995,20670,43670,38525,34140,78745,3.18,2,2024,1934,150,15500,13560,34275,9215,8705,26100,31360,26230,5130,36320,0.34,0.59,0.52,57552.6,0.16,0.1,0.04,24505,20540,34505,23900,41625,38370,0.941916
2011,,,2,4172,3722,158,136,332,77747,60911,11232,5596,18635,11770,16365,11190,38280,27905,16845,9970,24675,23095,46690,42520,37800,83750,3.08,2,2400,2297,177,16655,14615,36230,10050,9620,27245,39965,33565,6405,35365,0.34,0.6,0.53,57289.6,0.16,0.1,0.04,23645,19680,33350,23090,40265,34660,0.965479
2012,,,2,4445,3984,165,157,340,89998,70488,13226,6275,20250,12695,17695,12150,41120,29590,18455,10700,26965,25355,50010,46855,41450,89240,3,2,2798,2685,204,18115,15920,38865,10880,10490,28645,50690,42750,7940,34490,0.34,0.6,0.53,57024.3,0.16,0.1,0.04,22920,18925,32490,22340,39410,34805,0.980216
2013,,,2,4644,4181,170,178,339,100975,79044,15196,6726,21745,13485,18905,12920,43690,31080,19815,11150,28985,27185,52925,51035,45145,94500,2.92,1,3173,3050,232,19760,17395,41515,11850,11375,30365,62700,53050,9650,33760,0.34,0.6,0.53,56801.6,0.17,0.1,0.04,22325,18360,31670,21795,38235,34805,0.992323
2014,,,2,4811,4348,175,198,338,111456,87054,17284,7110,23165,14235,20025,13610,46385,32285,21025,11555,30845,28860,55905,54875,48390,100510,2.83,1,3556,3422,268,21585,18925,44710,12895,12325,32095,76750,64765,11985,33175,0.34,0.6,0.53,56619.9,0.17,0.11,0.04,21920,17925,30915,21405,37280,34170,1
1970,,,3,5,5,0,0,0,5,5,0,0,945,890,925,890,1550,1595,,,890,890,1780,1335,1335,3255,5.24,1,0,0,0,1160,1160,,975,975,,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,,3,12,11,0,0,0,13,13,1,0,1150,890,1135,890,1310,1335,,,1335,1335,1780,2005,1965,2135,4.72,1,1,1,0,785,785,,825,825,,0,0,0,,,,,,,,,,,,,,,0.217343
1972,,,3,19,18,1,0,0,25,24,1,0,1320,890,1310,890,1260,1115,,,1770,1695,1780,2670,2670,2135,4.9,0,2,2,0,965,955,1635,850,850,1635,0,0,0,,,,,,,,,,,,,,,0.224633
1973,,,3,26,26,1,0,0,36,35,1,0,1380,1070,1365,1070,1450,1335,,,1740,1715,1800,2670,2670,2670,4.93,0,6,6,0,1060,1055,1410,855,855,1020,5,5,0,,,,,,,,,,,,,,,0.24199
1974,,,3,33,32,1,0,0,49,47,2,0,1465,1240,1450,1230,1605,1320,,,1780,1780,2085,2670,2670,2670,4.78,0,11,11,0,1150,1135,1290,915,885,1035,15,15,0,,,,,,,,,,,,,,,0.269745
1975,,,3,43,41,1,0,0,64,62,3,0,1510,1255,1490,1245,1655,1460,,,1780,1780,2225,2840,2755,2670,5.1,0,16,15,1,1200,1185,1280,985,985,925,20,20,0,,,,,,,,,,,,,,,0.287627
1976,,,3,51,50,1,1,0,80,77,3,0,1555,1290,1530,1280,1775,1500,,,1845,1780,2270,3025,2935,3560,5.3,0,20,20,1,1290,1265,1505,1065,1045,1500,25,25,0,,,,,,,,,,,,,,,0.302189
