fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,rep_tot,rep_ug,rep_gr,mn_rep_tot_bal,mn_rep_undergrad_l,mn_rep_grad_l,md_rep_tot_bal,md_rep_undergrad_l,md_rep_grad_l,rep_tot_bal,rep_undergrad_l,rep_grad_l,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,md_par_fam_inc,cpi_adj
1971,,2,,16,16,1,0,0,19,18,1,0,1190,890,1175,890,1335,1335,,,1335,1335,1600,2045,2005,2135,4.91,1,1,1,0,860,860,,855,855,,0,0,0,,,,,,,,,,,,,,,0.217343
1972,,2,,26,25,1,0,0,35,34,1,0,1350,1070,1340,1070,1440,1335,,,1780,1780,1780,2670,2670,2670,5.03,0,3,3,0,995,975,1620,860,855,1380,5,5,0,,,,,,,,,,,,,,,0.224633
1973,,2,,35,34,1,0,0,50,48,2,0,1415,1200,1395,1180,1660,1335,,,1780,1780,2020,2670,2670,2940,5.15,0,8,8,0,1085,1075,1385,855,855,1185,10,10,0,,,,,,,,,,,,,,,0.24199
1974,,2,,45,43,2,0,0,68,64,3,0,1520,1295,1495,1290,1860,1620,,,1780,1780,2185,2675,2670,3115,5.08,0,15,14,1,1205,1185,1520,1000,985,1205,20,15,0,,,,,,,,,,,,,,,0.269745
1975,,2,,57,55,2,1,0,90,85,5,0,1580,1335,1550,1320,1880,1615,,,1945,1815,2295,3025,2850,3445,5.35,0,21,20,1,1250,1230,1455,1035,1010,1095,25,25,0,,,,,,,,,,,,,,,0.287627
1976,,2,,68,66,2,1,0,113,107,6,0,1645,1335,1610,1335,2040,1610,,,2045,2000,2670,3115,3115,4450,5.57,1,26,25,1,1335,1305,1710,1110,1090,1485,35,35,0,,,,,,,,,,,,,,,0.302189
1977,,2,,89,86,3,1,0,154,145,9,0,1735,1335,1690,1335,2105,1500,,,2225,2155,2425,3430,3295,4450,5.9,1,33,32,1,1370,1350,1585,1150,1130,1375,45,45,0,,,,,,,,,,,,,,,0.322139
1978,,2,,117,114,4,2,0,211,199,12,0,1795,1335,1745,1335,2195,1605,,,2225,2225,2670,3560,3480,4450,5.93,1,45,44,2,1465,1430,1975,1195,1180,1470,65,65,5,,,,,,,,,,,,,,,0.346492
1979,,2,,166,162,4,3,0,319,301,18,0,1920,1500,1865,1445,2435,1780,,,2225,2225,3025,3700,3560,4875,5.88,1,59,57,2,1555,1510,2180,1225,1210,1615,90,85,5,,,,,,,,,,,,,,,0.381639
1980,,2,,266,260,6,4,0,543,516,27,0,2040,1780,1985,1780,2540,1925,,,2225,2225,3560,4005,3915,4855,5.7,1,76,74,3,1640,1595,2210,1265,1245,1630,125,120,5,,,,,,,,,,,,,,,0.42186
1981,,2,,433,424,8,7,0,990,947,43,0,2290,2195,2235,2185,2850,2225,2130,2615,2670,2670,3710,4450,4450,5340,5.46,1,109,106,5,1770,1715,2370,1430,1385,1775,195,185,10,,,,,,,,,,,,,,,0.452594
1982,,2,,576,566,9,9,1,1424,1366,57,2,2470,2225,2410,2225,3110,2225,2085,2205,2915,2805,4450,4450,4450,6665,5.33,1,172,168,7,1945,1895,2405,1695,1680,1855,335,320,15,,,,,,,,,,,,,,,0.474364
1983,,2,,732,719,11,11,2,1920,1841,75,4,2625,2225,2560,2225,3445,2225,2400,2265,3295,3215,4450,4635,4450,7700,5.25,1,261,256,9,2175,2125,2600,1965,1955,1980,565,545,25,,,,,,,,,,,,,,,0.491878
1984,,2,,895,880,12,13,4,2446,2345,92,8,2730,2225,2665,2225,3720,2260,2250,2210,3490,3410,4450,4895,4725,8900,5.18,1,361,354,12,2325,2280,2730,2010,2000,2005,840,810,30,,,,,,,,,,,,,,,0.509814
1985,,2,,1072,1053,13,16,6,3023,2891,119,13,2820,2225,2745,2225,4090,2475,2335,2210,3580,3560,4545,5160,5000,9160,5.1,1,470,462,14,2490,2435,3100,2065,2055,2165,1170,1125,45,,,,,,,,,,,,,,,0.528431
1986,,2,,1232,1211,13,19,8,3534,3373,142,18,2870,2225,2785,2225,4490,2670,2350,2155,3635,3580,5015,5340,5190,10680,5.08,1,601,593,17,2595,2535,3485,2095,2090,2240,1560,1500,60,,,,,,,,,,,,,,,0.536539
1987,,2,,1340,1317,13,21,10,3931,3735,171,25,2935,2225,2835,2225,5065,2960,2405,2085,3705,3650,6675,5520,5360,11665,5.08,1,722,713,20,2675,2605,3820,2105,2100,2520,1935,1860,75,,,,,,,,,,,,,,,0.556903
1988,,2,,1439,1413,12,23,15,4372,4124,209,39,3035,2295,2920,2265,5890,3330,2550,2165,3785,3735,7320,5820,5650,13555,5.09,1,843,834,22,2760,2670,4485,2120,2115,2650,2325,2225,100,57765,0,1,0,62202,0.18,0.11,0.04,57765,57765,,57765,,,0.580705
1989,,2,,1533,1502,12,26,20,4826,4522,250,55,3150,2335,3010,2335,6685,3615,2690,2155,3875,3830,8260,6085,5880,16605,5.09,1,934,925,24,2840,2730,5255,2195,2175,2755,2650,2525,125,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.60299
1990,,2,,1603,1567,11,28,26,5270,4893,303,74,3290,2430,3120,2395,7670,3970,2790,2385,3995,3935,9500,6490,6255,19585,5.08,1,1001,993,26,2935,2805,5965,2230,2220,2905,2940,2785,155,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.631967
1991,,2,,1661,1619,12,30,33,5794,5344,352,97,3490,2560,3300,2530,8475,4480,2915,2535,4225,4135,10740,6960,6690,22395,5.12,1,1034,1025,28,3080,2930,6510,2345,2320,3010,3185,3005,180,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.648323
1992,,2,,1700,1652,12,33,41,6364,5821,417,126,3745,2625,3525,2625,9350,5000,3105,2565,4565,4470,11545,7540,7250,24650,5.18,1,1039,1029,29,3320,3135,7585,2490,2480,3375,3450,3230,220,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.665147
1993,,2,,1740,1687,13,35,44,7103,6473,489,141,4085,2625,3835,2625,10210,5325,3200,2615,4940,4875,13595,8250,7915,27235,5.23,1,1043,1033,31,3645,3420,8615,2545,2515,4110,3800,3530,270,28885,0,1,0.5,46642,0.56,0.19,0.05,28885,28885,,28885,,,0.679709
1994,,2,,1820,1766,14,38,45,8174,7409,604,161,4490,2700,4195,2680,11665,6620,3565,2620,5250,5215,16245,9340,8865,30080,5.29,1,1072,1061,33,3875,3625,9330,2620,2600,4400,4155,3850,305,20690,0,0.67,0.5,46642,0.56,0.19,0.05,4300,4300,,4300,,,0.694281
1995,,2,,1886,1831,15,41,45,9404,8469,756,179,4985,2870,4625,2840,13580,7635,3940,2665,5760,5640,18535,10650,10005,35000,5.35,2,1096,1085,35,4195,3895,10635,2685,2670,5000,4600,4230,370,30645,0.39,0.61,0.53,56302.2,0.14,0.09,0.04,22420,13730,44890,22415,11430,20570,0.707602
1996,,2,,1965,1908,16,44,47,10830,9719,902,208,5510,3190,5095,3130,15140,8465,4410,2870,6330,6170,19490,12065,11345,38150,5.4,2,1126,1114,37,4610,4265,11835,2830,2810,5360,5190,4750,435,31045,0.41,0.61,0.52,55959.6,0.13,0.09,0.04,22490,13935,43960,22475,11430,34035,0.724261
1997,,2,,2052,1993,17,49,49,12502,11141,1116,245,6095,3500,5590,3450,17095,9720,4975,3180,6915,6755,22300,13600,12805,42325,5.48,2,1161,1149,40,5105,4695,13540,3055,3010,6480,5930,5395,535,31670,0.42,0.61,0.51,55967.7,0.13,0.09,0.04,22770,14085,44155,22765,11430,28050,0.732323
1998,,2,,2174,2114,17,55,51,14672,13025,1371,277,6750,3795,6160,3735,19040,10665,5410,3480,7780,7580,24865,15365,14475,48885,5.51,2,1234,1222,43,6065,5545,16595,3565,3515,7860,7480,6775,705,32550,0.44,0.61,0.5,55551.2,0.12,0.09,0.04,23695,14590,45070,23695,16380,31855,0.738253
1999,,2,,2237,2176,17,60,53,16509,14592,1606,311,7380,4040,6705,3980,20870,12135,5840,3755,8485,8245,27600,17010,15935,52810,5.57,2,1272,1259,46,6810,6165,19510,3865,3810,9705,8665,7760,905,33510,0.45,0.61,0.5,54834.3,0.11,0.09,0.04,24305,15000,45765,24305,20070,36500,0.753413
2000,,2,,2281,2217,18,65,56,18297,16057,1879,360,8020,4310,7245,4235,22755,13140,6440,4080,9265,8980,29985,18625,17455,56490,5.64,2,1291,1278,49,7565,6790,22225,4160,4090,11525,9770,8675,1095,34585,0.46,0.61,0.5,54469.7,0.1,0.09,0.04,25285,15465,46510,25280,22590,38415,0.77168
2001,,2,,2345,2276,19,72,61,20300,17688,2187,425,8655,4570,7770,4485,24170,13810,7000,4410,10000,9675,31600,20265,18815,60155,5.69,3,1314,1300,53,8335,7425,24570,4450,4375,12500,10950,9650,1295,35430,0.47,0.61,0.5,54246.7,0.1,0.09,0.04,25985,15860,47350,25980,23790,37630,0.779909
2002,,2,,2469,2397,19,81,64,22615,19601,2514,500,9160,4760,8180,4655,25205,14725,7755,4720,10520,10195,32100,21615,20010,61105,5.71,3,1344,1331,57,9025,7990,26080,4705,4615,13615,12130,10635,1500,36450,0.47,0.6,0.5,54389.7,0.1,0.09,0.04,26775,16310,48395,26770,26880,34675,0.796383
2003,,2,,2649,2571,19,93,72,25583,22004,2951,629,9660,4965,8560,4850,26380,16055,8695,4985,11065,10655,33265,22890,21030,63850,5.68,3,1394,1381,63,9635,8460,27610,4870,4780,14805,13430,11685,1740,37145,0.48,0.61,0.5,54528.6,0.1,0.09,0.04,27315,16570,48805,27300,27180,38145,0.811654
2004,,2,,2857,2772,19,105,82,29052,24814,3446,792,10165,5205,8950,5095,27775,17645,9635,5245,11710,11255,34895,24275,22100,66130,5.61,3,1477,1464,70,10215,8915,28995,5015,4925,16135,15085,13050,2035,37535,0.48,0.61,0.5,54555.3,0.1,0.09,0.04,27625,16770,49085,27610,26765,37590,0.834702
2005,,2,,3076,2982,19,118,94,32946,28100,3978,867,10710,5415,9425,5315,29115,18630,9200,5310,12495,12010,37190,25715,23375,67560,5.53,3,1588,1575,79,10875,9445,30250,5250,5160,17570,17275,14875,2395,38010,0.48,0.61,0.5,54579.8,0.11,0.09,0.04,28020,16815,49435,27995,26880,37500,0.858669
2006,,2,,3279,3180,18,133,104,37549,31878,4602,1069,11450,5830,10025,5700,30480,19820,10315,5845,13500,12945,39055,27580,24875,69340,5.45,3,1718,1705,89,11570,9985,31750,5590,5480,18965,19870,17030,2840,38295,0.49,0.61,0.5,54692.4,0.11,0.09,0.04,28210,16725,49405,28180,27140,34855,0.876992
2007,,2,,3491,3386,18,150,113,42801,36165,5347,1289,12260,6290,10680,6135,31955,21190,11445,6425,14560,13930,41380,29520,26500,72985,5.36,3,1842,1830,99,12270,10570,33045,5965,5850,20380,22600,19345,3255,38520,0.5,0.61,0.5,54734.8,0.11,0.09,0.04,28320,16750,49220,28295,29305,34080,0.906824
2008,,2,,3738,3627,19,168,120,49157,41372,6307,1477,13150,6835,11410,6685,33720,22990,12275,6700,15785,15050,43435,31535,28205,76055,5.27,3,1980,1967,109,12915,11110,34220,6325,6195,21600,25570,21855,3715,38770,0.5,0.61,0.5,54841.9,0.11,0.09,0.04,28345,16570,49155,28325,30105,34765,0.910217
2009,,2,,4123,4003,21,188,131,57700,48486,7507,1704,13995,7380,12110,7210,35900,24990,13020,7225,16885,16100,46340,33475,29850,80635,5.1,3,2189,2176,122,13465,11560,35410,6660,6510,23205,29480,25155,4330,39120,0.5,0.61,0.5,55026,0.12,0.09,0.04,28310,16425,49225,28290,30185,34675,0.929017
2010,,2,,4551,4420,23,211,148,67936,57064,8855,2007,14930,8045,12910,7875,37790,26010,13565,7500,18110,17250,48830,35645,31670,85215,4.91,3,2406,2391,138,14245,12175,37430,7110,6945,24920,34270,29110,5160,38840,0.5,0.6,0.5,55102.1,0.12,0.09,0.04,27785,16055,48870,27750,30435,33650,0.941916
2011,,2,,5034,4892,25,236,167,80551,67672,10442,2421,16000,8715,13835,8530,40060,27650,14475,8080,19625,18620,51400,38170,33820,90780,4.67,3,2760,2743,158,15205,13020,39620,7750,7570,26310,41970,35715,6255,38365,0.5,0.6,0.5,55177.1,0.12,0.09,0.04,27030,15595,48105,27000,30465,31350,0.965479
2012,,2,,5487,5341,27,259,173,93324,78341,12166,2798,17010,9250,14670,9020,42630,29465,16130,8970,20965,19915,54745,40680,36025,96805,4.42,2,3220,3201,179,16075,13805,42230,8250,8065,28365,51765,44200,7565,37840,0.5,0.6,0.5,55218.5,0.12,0.1,0.04,26380,15060,47195,26360,30725,30920,0.980216
2013,,2,,5834,5684,27,281,179,105477,88420,13895,3143,18080,9790,15555,9555,45040,31285,17555,9320,22480,21250,57985,43575,38420,101905,4.21,2,3709,3690,202,17075,14715,44695,8760,8560,30400,63330,54300,9035,37565,0.5,0.59,0.5,55256.8,0.13,0.1,0.04,25990,14655,46495,25960,30680,30875,0.992323
2014,,2,,6101,5949,27,306,186,117320,97996,15791,3515,19230,10255,16470,9975,47315,32535,18945,9720,24050,22715,60735,46660,41185,105570,4.04,2,4276,4255,231,18215,15745,47175,9385,9175,32485,77895,66995,10900,37500,0.51,0.59,0.49,55310.3,0.13,0.1,0.04,25785,14375,46115,25755,30625,30265,1
1970,,3,,44,44,0,0,0,56,55,0,0,1250,890,1245,890,1470,1335,,,1335,1335,2225,2000,1960,2850,6.28,1,0,0,0,1015,1015,,865,865,,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,3,,74,74,0,1,0,119,118,1,0,1605,1335,1585,1335,1385,1335,,,2005,1960,1335,2670,2670,2610,6.29,1,3,3,0,980,970,700,855,855,700,5,5,0,,,,,,,,,,,,,,,0.217343
1972,,3,,98,98,0,2,0,179,176,3,0,1835,1335,1800,1335,1470,1335,,,2580,2450,1500,3510,3340,2670,6.32,2,13,13,0,1190,1160,1505,880,880,1335,15,15,0,,,,,,,,,,,,,,,0.224633
1973,,3,,122,122,0,3,0,242,237,5,0,1990,1560,1945,1445,1570,1335,,,2670,2670,1780,3760,3585,2670,6.39,2,26,26,0,1440,1415,1195,1215,1205,1225,35,35,0,,,,,,,,,,,,,,,0.24199
1974,,3,,145,145,0,6,0,312,303,9,0,2155,1780,2090,1690,1685,1335,,,2670,2670,2135,4005,4005,3045,6.51,2,39,39,1,1630,1595,1370,1295,1280,1190,65,60,0,,,,,,,,,,,,,,,0.269745
1975,,3,,170,170,0,8,0,390,374,16,0,2290,1780,2200,1780,1900,1500,,,2990,2745,2225,4450,4310,3560,6.6,2,55,55,2,1770,1720,1475,1445,1420,1240,95,95,5,,,,,,,,,,,,,,,0.287627
1976,,3,,196,196,0,12,0,482,457,25,0,2455,1875,2330,1780,2025,1780,,,3170,3030,2225,4895,4450,3585,6.61,2,68,68,3,1910,1850,1500,1530,1470,1220,130,125,5,,,,,,,,,,,,,,,0.302189
1977,,3,,238,238,0,18,0,625,584,42,0,2625,2025,2450,1925,2320,2005,,,3495,3160,2670,5340,4735,4450,6.64,2,84,83,4,2000,1920,1665,1590,1530,1290,165,160,5,,,,,,,,,,,,,,,0.322139
1978,,3,,290,289,0,26,0,828,758,70,0,2860,2225,2620,2135,2670,2225,,,3740,3540,3605,5785,5155,5155,6.62,2,102,101,7,2125,2005,1860,1675,1590,1705,215,205,10,,,,,,,,,,,,,,,0.346492
1979,,3,,387,386,0,37,0,1185,1070,115,0,3065,2225,2770,2225,3045,2225,,,4005,3710,4450,6230,5340,6230,6.46,2,124,124,10,2285,2100,2225,1730,1670,1980,285,260,25,,,,,,,,,,,,,,,0.381639
1980,,3,,559,558,1,57,0,1782,1584,198,0,3190,2225,2840,2225,3405,2695,,,4310,3915,4450,6495,5340,6675,6.23,2,153,153,16,2475,2230,2440,1840,1745,1965,380,340,40,,,,,,,,,,,,,,,0.42186
1981,,3,,765,763,1,79,1,2646,2306,338,2,3460,2225,3025,2225,4220,4005,2935,2620,4450,4360,5000,6675,5565,8900,6.11,2,198,198,23,2720,2410,2720,2050,1955,2105,540,475,65,,,,,,,,,,,,,,,0.452594
1982,,3,,891,887,2,95,3,3297,2839,450,8,3700,2670,3200,2445,4670,4265,2930,2555,4450,4450,5565,6785,6060,8900,6.09,2,275,275,36,3035,2625,3145,2160,2120,2500,835,720,115,,,,,,,,,,,,,,,0.474364
1983,,3,,1028,1018,3,105,8,3958,3386,550,22,3850,2720,3325,2500,5130,4215,2865,2540,4690,4450,7145,7270,6530,11500,6.05,2,372,371,50,3305,2820,3650,2375,2185,2960,1230,1045,185,,,,,,,,,,,,,,,0.491878
1984,,3,,1167,1152,3,117,12,4621,3929,657,35,3960,2835,3410,2545,5475,4265,2985,2515,4880,4450,7925,7790,6675,12640,6,2,476,474,63,3565,3015,4180,2580,2390,3250,1695,1430,265,,,,,,,,,,,,,,,0.509814
1985,,3,,1309,1288,4,128,17,5287,4470,765,52,4040,2905,3470,2620,5785,4355,3085,2475,5000,4450,8505,8010,6675,13350,5.97,2,587,584,75,3735,3155,4610,2760,2515,3360,2190,1845,345,,,,,,,,,,,,,,,0.528431
